headline,date,doc_type,material_type,section,keywords
Chicago's Old Theaters,1997-03-01,article,Letter,,"['Restoration and Rehabilitation', 'Area Planning and Renewal', 'Theater']"
"Paid Notice: Deaths  NEWMAN, LARRY G.",1997-03-01,article,Paid Death Notice,,[]
Bridge,1997-03-01,article,News,,['Bridge (Card Game)']
Literature Breeds Its Own Libertinism,1997-03-01,article,Letter,,['Books and Literature']
"Casino Hope Dashed, Catskills Resort Files for Bankruptcy",1997-03-01,article,News,,"['COMPANY AND ORGANIZATION PROFILES', 'Taxation', 'HOTELS AND MOTELS', 'Gambling', 'Finances', 'Casinos', 'Bankruptcies']"
Democrats Say They'll Return About $1.5 Million More in Questionable Gifts,1997-03-01,article,Text,,"['Finances', 'Elections', 'Presidential Election of 1996']"
"A Dodger Who Faced Barriers, Too",1997-03-01,article,News,,"['Baseball', 'JEWS', 'ANTI-SEMITISM', 'Blacks', 'Black People']"
Rape Charge in Internet Case Dismissed at Prosecutor's Request,1997-03-01,article,News,,"['COMPUTERS AND INFORMATION SYSTEMS', 'Sex Crimes']"
Ruler of Japan Ports Not Cowed by U.S.,1997-03-01,article,News,,"['Ships and Shipping', 'United States International Relations', 'International Trade and World Market', 'Embargoes and Economic Sanctions', 'STEVEDORING', 'Ports']"
"At Lunch With the Saudis, F.B.I. Director Complains",1997-03-01,article,News,,"['United States International Relations', 'UNITED STATES ARMAMENT AND DEFENSE']"
Lipinski Continues To Land At the Top,1997-03-01,article,News,,"['Ice Skating', 'Figure Skating']"
Police Criticized in Teen-Agers' Shooting,1997-03-01,article,News,,"['Police Brutality and Misconduct', 'DISCLOSURE OF INFORMATION', 'Police', 'Drug Abuse and Traffic']"
Officers Charged in Videotaped Arrest,1997-03-01,article,News,,"['Police Brutality and Misconduct', 'RECORDINGS (VIDEO)', 'Police']"
RESULTS PLUS,1997-03-01,article,News,,[]
Clean Needle Programs Face Legal Hurdles,1997-03-01,article,Letter,,"['Hypodermic Needles and Syringes', 'Blacks', 'Black People', 'ACQUIRED IMMUNE DEFICIENCY SYNDROME (AIDS)', 'Hispanic-Americans', 'Drug Abuse and Traffic']"
"Paid Notice: Deaths  DOYLE, MICHAEL STEPHEN",1997-03-01,article,Paid Death Notice,,[]
Technology Threatens Monopolies,1997-03-01,article,Editorial,,"['Editorials', 'Satellites', 'Telephones and Telecommunications']"
"Paid Notice: Deaths  SHANKER, ALBERT",1997-03-01,article,Paid Death Notice,,[]
U.S. Aides Say Doctors May Discuss Marijuana,1997-03-01,article,News,,"['Medicine and Health', 'Marijuana']"
THEATER,1997-03-01,article,Review,,['Theater']
Wilson Makes Most of a Chance,1997-03-01,article,News,,['Baseball']
West Side Highway Relocation Is Luxury Now,1997-03-01,article,Letter,,"['Roads and Traffic', 'Parks and Other Recreation Areas']"
COMPANY BRIEFS,1997-03-01,article,News,,[]
"Plan on Gifted Alarms Some, Pleases Others",1997-03-01,article,News,,"['Standards and Standardization', 'IMMIGRATION AND REFUGEES', 'Education and Schools', 'Blacks', 'Black People', 'MINORITIES (ETHNIC, RACIAL, RELIGIOUS)', 'Tests and Testing', 'Gifted Students', 'Intelligence Tests']"
Youth Director Is Forced Out,1997-03-01,article,News,,"['Suspensions, Dismissals and Resignations', 'CHILD ABUSE', 'Children and Youth']"
"Paid Notice: Deaths  HOURIHAN, CORNELIUS S.",1997-03-01,article,Paid Death Notice,,[]
Aguirre Changing Roles,1997-03-01,article,News,,['Basketball']
Japanese Fears Give Boost to Nationalists,1997-03-01,article,Letter,,['Economic Conditions and Trends']
U.S. IS CERTIFYING MEXICO AS AN ALLY IN FIGHTING DRUGS,1997-03-01,article,News,,"['Extradition', 'Drug Abuse and Traffic']"
"For Old Rhythm-and-Blues, Respect and Reparations",1997-03-01,article,News,,"['Music', 'PIONEER AWARDS', 'Awards, Decorations and Honors']"
Ex-F.B.I. Agent Denies Giving Confidential Data to a Mobster,1997-03-01,article,News,,"['Murders and Attempted Murders', 'Racketeering and Racketeers', 'Informers']"
T. EATON RETAIL CHAIN SEEKS BANKRUPTCY PROTECTION,1997-03-01,article,News,,['Bankruptcies']
POP,1997-03-01,article,Review,,"['Music', 'Reviews']"
New Battle of Normandy Rages Over U.S. Memorial : The Wall That Never Went Up,1997-03-01,article,News,,[]
Knicks Extend Journey With One More Overtime,1997-03-01,article,News,,['Basketball']
Trying Loss As the Nets Lack Effort,1997-03-01,article,News,,['Basketball']
Hong Kong Stock Issue Thwarted And a Beijing Role Is Suspected,1997-03-01,article,News,,['Stocks and Bonds']
JAZZ,1997-03-01,article,Review,,"['Music', 'Reviews']"
TIME WARNER ORDERS BUDGET CUTS UP TO 5%,1997-03-01,article,News,,[]
Stepping Up Exuberantly For a Debut,1997-03-01,article,Review,,"['Reviews', 'Dancing']"
The Swiss Had Their Villains -- and Their Heroes,1997-03-01,article,Op-Ed,,"['NAZI POLICIES TOWARD JEWS AND OTHER MINORITIES', 'Banks and Banking']"
Dispute Over Ebonics Reflects a Volatile Mix That Roils Urban Education,1997-03-01,article,Special Report,,"['READING', 'Education and Schools', 'Blacks', 'Black People', 'EBONICS (BLACK ENGLISH)']"
INSIDE METRO,1997-03-01,article,Summary,,[]
TRANSACTIONS,1997-03-01,article,List,,['Appointments and Executive Changes']
"Tense Standoff in Jerusalem Ends, but Nerves Are Taut",1997-03-01,article,News,,"['Palestinians', 'Housing']"
"Paid Notice: Deaths  SOKOL, FLORENCE",1997-03-01,article,Paid Death Notice,,[]
"For Victim Of Attack, A Memorial Full of Music",1997-03-01,article,News,,"['Palestinians', 'Murders and Attempted Murders', 'Empire State Building (NYC)', 'Suicides and Suicide Attempts']"
BUSINESS DIGEST,1997-03-01,article,Summary,,[]
"Paid Notice: Deaths  SCHERAGO, BERTIEN",1997-03-01,article,Paid Death Notice,,[]
No Headline,1997-03-01,article,News,,['QUOTATION OF THE DAY']
A Spray-and-Run Bandit,1997-03-01,article,News,,"['Robberies and Thefts', 'AIRPORTS', 'NEWARK INTERNATIONAL AIRPORT (NJ)', 'Currency']"
Takeover Bid for Barney's Is Reportedly Turned Down,1997-03-01,article,News,,"['Mergers, Acquisitions and Divestitures']"
USA WASTE INCREASES OFFER FOR MID-AMERICAN WASTE,1997-03-01,article,News,,"['Mergers, Acquisitions and Divestitures', 'Bankruptcies']"
"Paid Notice: Deaths  COE, JACQUES",1997-03-01,article,Paid Death Notice,,[]
"Spring Training Means a New, Relaxed Start for Gooden",1997-03-01,article,News,,['Baseball']
Doctors Assert There Are Too Many of Them,1997-03-01,article,News,,"['Medical Schools', 'Doctors', 'Medicine and Health']"
Assembly May Stall Part of Energy Deal,1997-03-01,article,News,,"['Prices (Fares, Fees and Rates)', 'Electric Light and Power']"
"In the Old West, a Gun With a Past",1997-03-01,article,Review,,['Television']
"Paid Notice: Deaths  COHEN, JUDAH",1997-03-01,article,Paid Death Notice,,[]
NEWS SUMMARY,1997-03-01,article,Summary,,[]
Islanders Treading Water As Senators Make Inroads,1997-03-01,article,News,,"['Hockey, Ice']"
Corrections,1997-03-01,article,Correction,,[]
TV's Missing Jews,1997-03-01,article,Letter,,"['JEWS', 'Television']"
"Paid Notice: Deaths  DONALDSON, CLARISSE, (NEE LAFRAMBOISE)",1997-03-01,article,Paid Death Notice,,[]
A City at War,1997-03-01,article,Editorial,,"['Editorials', 'Education and Schools', 'Blacks', 'Black People', 'SCHOOL ADMINISTRATION AND COMMUNITY ROLE']"
Op-Ed Columnists,1997-03-01,article,Schedule,,[]
