headline,date,doc_type,material_type,section,keywords
Vows: Aislinn and Jeffery,2007-04-01,multimedia,Video,,[]
The Pregame Bluster,2007-04-01,article,News,,[]
Here We Go Again,2007-04-01,article,News,,[]
In Fine Print,2007-04-01,article,News,,['APPAREL']
"Mother Wanted Her Infant Son ‘to Disappear,’ Prosecutors Say",2007-04-01,article,News,,['Child Abuse and Neglect']
Toast of the Town,2007-04-01,article,News,,['Design']
Design Within Reach,2007-04-01,article,News,,['Museums']
A Lyrical Approach to a Subject That Shocks,2007-04-01,article,News,,"['Sundance Film Festival (Park City, Utah)', 'MOTION PICTURES', 'Documentary Films and Programs']"
"With Heart, Williams Wins in 3 Sets",2007-04-01,article,News,,['Tennis']
Japan’s Textbooks Reflect Revised History,2007-04-01,article,News,,"['Education and Schools', 'Textbooks', 'History']"
"They’re All Bad for You, but Should They Be Illegal?",2007-04-01,article,News,,"['Legislatures and Parliaments', 'Medicine and Health']"
"Rebecca Roses, Travis Harrison",2007-04-01,article,News,,[]
Never Tell Our Business to Strangers,2007-04-01,article,News,,"['Families and Family Life', 'Memory']"
The Talk,2007-04-01,article,News,,[]
Sweet Spot,2007-04-01,article,News,,"['English Language', 'Language and Languages']"
"Anne Healy, Robert Pollak",2007-04-01,article,News,,[]
"Way, Way Off Broadway, New York Auto Show Will Go On",2007-04-01,article,News,,"['Trade Shows and Fairs', 'Automobiles', 'Javits, Jacob K, Convention Center (NYC)']"
The Mind Reader,2007-04-01,article,Interview,,"['Artificial Intelligence', 'Nobel Prizes', 'Books and Literature', 'Colleges and Universities', 'Pulitzer Prizes']"
Up Front,2007-04-01,article,News,,['Books and Literature']
Reader Response: School Drug Testing,2007-04-01,article,Letter,,[]
A Victory on Main Street,2007-04-01,article,Editorial,,"['Mayors', 'Housing']"
"Baron Freytag von Loringhoven, Aide to Hitler, Dies at 93",2007-04-01,article,Obituary (Obit),,"['Nazi Policies Toward Jews and Minorities', 'World War II (1939-45)', 'Deaths (Obituaries)']"
Gentlemen of the Road,2007-04-01,article,Series,,"['Writing and Writers', 'Books and Literature']"
Calendar of Events,2007-04-01,article,List,,[]
Push Comes to Shove for Control of Web Video,2007-04-01,article,News,,"['ADVERTISING AND MARKETING', 'Computers and the Internet']"
Logo a Go-Go,2007-04-01,article,News,,"['RETAIL STORES AND TRADE', 'Museums']"
Invasor Wins in Dubai on Site of His Only Loss,2007-04-01,article,News,,"['Horses', 'Horse Racing']"
Former Microsoft Engineer Prepares to Blast Off,2007-04-01,article,News,,"['Travel and Vacations', 'Space']"
Beyond the Yankees and the Zoo,2007-04-01,article,News,,['Travel and Vacations']
A Cook’s Tour of Milan,2007-04-01,article,News,,"['Travel and Vacations', 'Restaurants']"
War Over a Building That Helped Win One,2007-04-01,article,News,,"['Historic Buildings and Sites', 'World War II (1939-45)', 'Colleges and Universities']"
 New York:  The Bowery Hotel,2007-04-01,article,News,,"['Travel and Vacations', 'HOTELS AND MOTELS']"
The Week in Connecticut,2007-04-01,article,News,,[]
"Bumper to Bumper, and Here Come the Buses",2007-04-01,article,News,,"['Roads and Traffic', 'Commuting']"
"At a Longstanding Playground, Yet Another Plan to End the Games",2007-04-01,article,News,,"['Parks and Other Recreation Areas', 'Office Buildings and Commercial Properties']"
