headline,date,doc_type,material_type,section,keywords
Two Arrested in Killings of Transgender Women in Puerto Rico,2020-05-01,article,News,,"['Murders, Attempted Murders and Homicides', 'Hate Crimes']"
Fiona Ex Machina,2020-05-01,article,News,,[]
No Graduation Ceremony? You Get Oprah!,2020-05-01,article,News,,"['Commencement Speeches', 'Colleges and Universities', 'Computers and the Internet', 'Coronavirus (2019-nCoV)']"
Coronavirus Briefing: What Happened Today,2020-05-01,article,briefing,,['Coronavirus (2019-nCoV)']
Closing Number of a Musical,2020-05-01,article,News,,['Crossword Puzzles']
Labs Across U.S. Join Federal Initiative to Study Coronavirus Genome,2020-05-01,article,News,,"['Genetics and Heredity', 'Coronavirus (2019-nCoV)', 'Medicine and Health', 'Research', 'Epidemics', 'Vaccination and Immunization', 'Laboratories and Scientific Equipment']"
"Corrections: May 1, 2020",2020-05-01,article,Correction,,[]
Quotation of the Day: Billions Slide Down Ladder That Took Decades to Climb,2020-05-01,article,Quote,,[]
"Making Space in Marriage, Even as the Walls Close In",2020-05-01,article,News,,"['Love (Emotion)', 'Marriages', 'Burning Man Festival']"
U.S. Stocks End the Week Lower After Tech Earnings,2020-05-01,article,News,,"['United States Economy', 'Coronavirus (2019-nCoV)', 'Stocks and Bonds', ""Standard & Poor's 500-Stock Index""]"
Companies Sell the Blood of Recovered Coronavirus Patients for Exorbitant Prices,2020-05-01,article,News,,"['Coronavirus (2019-nCoV)', 'AIRLINES AND AIRPLANES', 'Politics and Government']"
"Coronavirus, E.C.B., Chinese Lab: Your Friday Briefing",2020-05-01,article,briefing,,[]
Anderson Cooper Announces Birth of His First Child,2020-05-01,article,News,,"['Television', 'Surrogate Motherhood']"
Will New N.C.A.A. Rules Really Keep Agents and Boosters at Bay?,2020-05-01,article,News,,"['Football (College)', 'Basketball (College)', 'College Athletics', 'AMATEUR ATHLETICS']"
Hundreds of Rohingya Refugees Stuck at Sea With ‘Zero Hope’,2020-05-01,article,News,,"['Rohingya (Ethnic Group)', 'Refugees and Displaced Persons', 'Human Trafficking', 'Coronavirus (2019-nCoV)']"
Michigan Governor Reinstates State of Emergency as Protests Ramp Up,2020-05-01,article,News,,"['Demonstrations, Protests and Riots', 'Coronavirus (2019-nCoV)', 'State Legislatures', 'Quarantines', 'Executive Orders and Memorandums']"
Tennis Coming Back Slowly With Exhibition Matches,2020-05-01,article,News,,"['Tennis', 'Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)']"
What’s on TV Friday: ‘Hollywood’ and ‘Prop Culture’,2020-05-01,article,News,,"['Television', 'Movies']"
"Locked Inside, We’re Like Whitman, Finding Joy in Smallness",2020-05-01,article,News,,['Books and Literature']
Racing Against the Virus From Inside Australia’s Healthcare System,2020-05-01,article,briefing,,"['Emergency Medical Treatment', 'Coronavirus (2019-nCoV)', 'Hospitals']"
Word + Quiz: peroration,2020-05-01,article,News,,[]
"‘Hospital Needs to Be Quarantined,’ but Works On in Country at War",2020-05-01,article,News,,"['Quarantines', 'Hospitals', 'Coronavirus (2019-nCoV)', 'Afghanistan War (2001- )', 'Epidemics']"
Eyeballs,2020-05-01,article,News,,[]
#CancelRent Is New Rallying Cry for Tenants. Landlords Are Alarmed.,2020-05-01,article,News,,"['Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Landlords', 'Evictions', 'Unemployment', 'United States Economy', 'Coronavirus (2019-nCoV)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Demonstrations, Protests and Riots']"
"The Best Movies and TV Shows Coming to Netflix, Amazon and More in May",2020-05-01,article,News,,"['Television', 'Movies', 'Documentary Films and Programs']"
"Rome Has Been Sacked, Conquered and Abandoned. Now It’s the Pandemic’s Turn.",2020-05-01,article,News,,"['Quarantines', 'Coronavirus (2019-nCoV)']"
‘All Day and a Night’ Review: Growth Behind Bars,2020-05-01,article,Review,,['Movies']
"‘The Half of It’ Review: Being Yourself (and That Person, Too)",2020-05-01,article,Review,,['Movies']
"News Quiz: Coronavirus, Remdesivir, Bill de Blasio",2020-05-01,multimedia,Interactive Feature,,[]
"Lesson of the Day: ‘Their Met Gala, Their Way. You’re Invited.’",2020-05-01,article,News,,[]
Late Night Hosts Are Starting to Feel the Strain,2020-05-01,article,News,,[]
I Watched These Pandas Have Sex. I’ve Never Been So Happy.,2020-05-01,multimedia,Video,,"['Coronavirus (2019-nCoV)', 'Pandas', 'Sex']"
The World’s Stadiums Become a Lifeline,2020-05-01,multimedia,Interactive Feature,,"['Coronavirus (2019-nCoV)', 'Stadiums and Arenas', 'Tests (Medical)', 'Photography']"
The New Saturday Night,2020-05-01,multimedia,Interactive Feature,,"['Photography', 'Quarantines', 'Quarantine (Life and Culture)']"
"Weekly Health Quiz: Coronavirus, Sunshine and 4-Second Workouts",2020-05-01,multimedia,Interactive Feature,,"['Coronavirus (2019-nCoV)', 'Cholesterol', 'Vitamins', 'Pulse Oximetry', 'Quarantines', 'Heart', 'Sunlight', 'Medicine and Health']"
‘Parks and Recreation’ Reunion: Isolate Yo’ Self,2020-05-01,article,Review,,['Television']
New in Paperback: ‘Lanny’ and ‘The Unwinding of the Miracle’,2020-05-01,article,List,,['Books and Literature']
Lois Lowry’s Ode to the Fallen in World War II,2020-05-01,article,Review,,"['Books and Literature', 'Audiobooks', 'USS Arizona (BB-39) (Ship)', 'World War II (1939-45)', 'Deaths (Fatalities)', 'United States Defense and Military Forces']"
