headline,date,doc_type,material_type,section,keywords
"From Google, on Its Advertising Tech Business",2021-07-01,article,Letter,,"['Online Advertising', 'Advertising and Marketing']"
The N.B.A. Champion May Be the Last Team Standing,2021-07-01,article,News,,"['Sports Injuries', 'Basketball', 'Playoff Games', 'NBA Championship']"
"A poll reveals another U.S. vaccine divide, this one by household.",2021-07-01,article,News,,"['Vaccination and Immunization', 'Paid Time Off', 'Polls and Public Opinion']"
Judge Blocks Florida Law Regulating Social Media Companies,2021-07-01,article,News,,"['Social Media', 'Censorship', 'Computers and the Internet', 'Decisions and Verdicts', 'Law and Legislation']"
James Franco Agrees to Pay $2.2 Million to Settle Sexual Misconduct and Fraud Lawsuits,2021-07-01,article,News,,"['Suits and Litigation (Civil)', 'Compensation for Damages (Law)', 'Women and Girls', 'Sex Crimes', 'Frauds and Swindling', 'Actors and Actresses']"
Curling Locales,2021-07-01,article,News,,['Crossword Puzzles']
"Greg Noll, Surfing Superstar Who Tackled the Big Waves, Dies at 84",2021-07-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Surfing']"
Pictures From a Revolution: China’s Communists Mark a Centennial,2021-07-01,article,News,,"['Politics and Government', 'Hong Kong Protests (2019)']"
"Corrections: July 1, 2021",2021-07-01,article,Correction,,[]
Your Thursday Briefing,2021-07-01,article,briefing,,[]
Phoenix Suns Headed to First N.B.A. Finals in Almost 30 Years,2021-07-01,article,News,,"['Sports Injuries', 'Playoff Games', 'NBA Championship']"
"Every Shot, and Second, Counts for Tampa Bay",2021-07-01,article,News,,"['Stanley Cup', 'Hockey, Ice']"
College Athletes Cash In as Generations of Rules Fade Under Pressure,2021-07-01,article,News,,"['Student Athlete Compensation', 'College Athletics', 'Colleges and Universities']"
Infighting and Poor Planning Leave Condo Sites in Disrepair,2021-07-01,article,News,,"['Surfside, Fla, Building Collapse (2021)', 'Condominiums', 'Home Repairs and Improvements']"
The Imperial Editor Goes the Way of the Dodo,2021-07-01,article,News,,"['Fashion and Apparel', 'Magazines', 'Appointments and Executive Changes', 'your-feed-fashion']"
Who Is rg_bunny1: An Instagram Whodunit,2021-07-01,article,News,,"['Art', 'Photography', 'Social Media']"
"Quotation of the Day: As Condo Boards Squabble, Disaster May Loom",2021-07-01,article,Quote,,[]
"Israel’s New Leaders Tilt Right With Settler Deal, Hinting at Approach",2021-07-01,article,News Analysis,,"['Israeli Settlements', 'Palestinians', 'Politics and Government']"
Generational Divides Emerge Onstage in Germany,2021-07-01,article,News,,"['Theater', 'Actors and Actresses']"
President Biden meets with rescue workers during his visit to Florida.,2021-07-01,article,News,,"['Surfside, Fla, Building Collapse (2021)']"
"Weekly Health Quiz: Washing Fruit, a New Cancer Treatment and the Delta Variant",2021-07-01,multimedia,Interactive Feature,,"['Coronavirus (2019-nCoV)', 'Prostate Gland', 'Fruit', 'Vaccination and Immunization', 'Medicine and Health']"
Dana Spiotta Loves Coming Across Jokes in Really Old Books,2021-07-01,article,News,,"['Books and Literature', 'Writing and Writers', 'Content Type: Personal Profile']"
"Rents Were Down, but Could They Afford the West Village? These Were Their Options.",2021-07-01,multimedia,Interactive Feature,,"['Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Quarantine (Life and Culture)', 'Content Type: Personal Profile']"
Books Are Forever. Best Sellers Are Fleeting.,2021-07-01,article,List,,['Books and Literature']
Poem: Tonight,2021-07-01,article,News,,"['Poetry and Poets', 'Prisons and Prisoners', 'Prayers and Prayer Books']"
