headline,date,doc_type,material_type,section,keywords
Beijing Exhibiting New Assertiveness in South China Sea,2012-06-01,article,News,,"['Natural Gas', 'Ships and Shipping', 'United States International Relations', 'Defense and Military Forces', 'Law of the Sea (UN Convention)']"
What if the City Banned Sales of Junk Food to Minors?,2012-06-01,article,News,,"['Children and Childhood', 'Families and Family Life', 'Parenting', 'Soft Drinks']"
Mets Owners’ Settlement With Madoff Trustee Is Approved,2012-06-01,article,News,,['Baseball']
House Rejects Bill to Ban Sex-Selective Abortions,2012-06-01,article,News,,"['ABORTION', 'United States Politics and Government', 'Gender']"
Hockey’s Highs and Lows From a Maestro of the Mic,2012-06-01,article,News,,"['Hockey, Ice', 'Voice and Speech', 'Television', 'Stanley Cup']"
To Gulp or to Sip? Debating a Crackdown on Big Sugary Drinks,2012-06-01,article,News,,"['Obesity', 'Soft Drinks', 'Diet and Nutrition', 'Consumer Behavior', 'Restaurants', 'Sugar']"
Another High-Profile Failure for a Justice Dept. Watchdog,2012-06-01,article,News,,"['United States Politics and Government', 'Campaign Finance', 'Corruption (Institutional)']"
Clouded Forecast,2012-06-01,article,Op-Ed,,"['Weather', 'Satellites', 'Hurricanes and Tropical Storms']"
Government to Increase E. Coli Tests in Raw Beef,2012-06-01,article,News,,"['E Coli (Bacteria)', 'Beef', 'Corn Syrup and Sweeteners', 'Food Contamination and Poisoning', 'Labeling and Labels']"
Prosecutors Try to Prove Gupta’s Link to Galleon Trades,2012-06-01,article,News,,['Insider Trading']
"Research in Motion, Struggling, Ponders a Dim Future",2012-06-01,article,News,,"['BlackBerry (Handheld Device)', 'Mergers, Acquisitions and Divestitures']"
"At All Things Digital Conference, Talk of Disruptions",2012-06-01,article,News,,"['Initial Public Offerings', 'Social Networking (Internet)', 'Stocks and Bonds']"
The Wrong Résumé,2012-06-01,article,News,,[]
Cases Close for Philadelphia Diocese Official,2012-06-01,article,News,,"['Sex Crimes', 'Priests', 'Child Abuse and Neglect']"
The Austerity Agenda,2012-06-01,article,Op-Ed,,"['Taxation', 'European Sovereign Debt Crisis (2010- )']"
Father-Son Record in New York Fire Department,2012-06-01,article,News,,[]
Pizza Hut Tries the Sandwich Market Again,2012-06-01,article,News,,"['Pizza', 'Fast Food Industry', 'ADVERTISING AND MARKETING', 'Sandwiches']"
The Segmentation Century,2012-06-01,article,Op-Ed,,"['European Sovereign Debt Crisis (2010- )', 'Polls and Public Opinion', 'Social Conditions and Trends']"
"For Sale: 4 Weedy, Rusty Relics of a Doomed Rail Project",2012-06-01,article,News,,"['Railroads', 'Budgets and Budgeting', 'High-Speed Rail Projects']"
Lottery Numbers,2012-06-01,article,List,,['Lotteries']
Judge Blocks Florida’s Voter Drive Rules,2012-06-01,article,News,,"['Voter Registration and Requirements', 'United States Politics and Government', 'Decisions and Verdicts']"
"Blame Game, European-Style",2012-06-01,article,Editorial,,"['European Sovereign Debt Crisis (2010- )', 'Banking and Financial Institutions', 'Economic Conditions and Trends', 'Euro (Currency)', 'Editorials']"
Do the Bishops Have a Case Against Obama?,2012-06-01,article,News,,"['Birth Control and Family Planning', 'Freedom of Religion', 'Health Insurance and Managed Care', 'Religion-State Relations', 'United States Politics and Government']"
When Friends Get Together and Riff,2012-06-01,article,Review,,['Movies']
Florida’s Discriminatory Voter Purge,2012-06-01,article,Editorial,,"['Elections', 'Voter Registration and Requirements', 'Discrimination', 'Citizenship and Naturalization', 'Hispanic-Americans', 'Editorials', 'Presidential Election of 2012']"
"A Country Singer Comes Out, Very Carefully",2012-06-01,article,Review,,"['Movies', 'Documentary Films and Programs', 'Homosexuality', 'Country Music', 'Music']"
Rondo Provides Vision of the Celtics’ Future,2012-06-01,article,News,,"['Basketball', 'Playoff Games']"
Syrian Government Investigates Massacre and Finds Syrian Government Blameless,2012-06-01,article,News,,[]
Eleanor Roosevelt Would Be Appalled,2012-06-01,article,Review,,"['Movies', 'Documentary Films and Programs']"
"Label of Gay Is No Longer Defamatory, Court Rules",2012-06-01,article,News,,"['Libel and Slander', 'Homosexuality']"
Talk About Sex. Have It. Repeat.,2012-06-01,article,Review,,['Movies']
