headline,date,doc_type,material_type,section,keywords
"A Camera and an Eye, Both One of a Kind",2010-01-01,article,News,,"['Cameras', 'Photography']"
Looking Ahead: Dance,2010-01-01,article,News,,['Dancing']
Chronicle of a Changing City,2010-01-01,article,News,,['City Councils']
Chick-fil-A Bowl: No. 11 Virginia Tech (9-3) vs. Tennessee (7-5),2010-01-01,article,,,[]
A Taxing Estate,2010-01-01,article,News,,"['Parties (Social)', 'Customs, Etiquette and Manners']"
Working to Separate Big and Small Fliers,2010-01-01,article,News,,"['Birds', 'AIRLINES AND AIRPLANES', 'AIRPORTS']"
"Video of Attack on Protester Is a Fake, Iranian Police Say",2010-01-01,article,News,,['Demonstrations and Riots']
"Once, Twice, Three Times a Mayor. I Love You, New York.",2010-01-01,article,News,,"['Politics and Government', 'Inaugurations', 'Elections']"
Funeral Service for Sutton Means Travel for Governor,2010-01-01,article,News,,"['State of the State Message (NYS)', 'Funerals']"
"DVD Pirates, Matey",2010-01-01,article,Question,,"['Transit Systems', 'Bicycles and Bicycling', 'DVD (Digital Versatile Disc)']"
Now for Something Really New,2010-01-01,article,News,,['New Year']
Neel Kashkari’s Quiet Path to Pimco,2010-01-01,article,News,,"['Banks and Banking', 'Subprime Mortgage Crisis', 'Emergency Economic Stabilization Act (2008)']"
"Asia Free-Trade Zone Raises Hopes, and Some Fears About China",2010-01-01,article,News,,"['International Trade and World Market', 'Customs (Tariff)']"
Ohio State’s Pryor and Oregon’s Offense: A Perfect Match That Wasn’t,2010-01-01,article,News,,"['Football', 'College Athletics']"
It’s Always the End of the World as We Know It,2010-01-01,article,Op-Ed,,"['New Year', 'Disasters and Emergencies', 'Computers and the Internet']"
New York’s Resolutions,2010-01-01,article,News,,[]
Bills Look to Their Past for New General Manager,2010-01-01,article,News,,"['Football', 'Athletics and Sports']"
Studies Find Heavy Heating Oil Has Severe Effect on Air Quality,2010-01-01,article,News,,"['Oil (Petroleum) and Gasoline', 'Heating']"
Police Say Placard Misled Them Into Overlooking a Suspect Van in Times Square,2010-01-01,article,News,,"['Police', 'New Year']"
Self-Serve Sundaes,2010-01-01,article,News,,"['Desserts', 'Restaurants', 'Bakeries and Baked Products']"
Grand New Concert Hall Tests a City’s Frugal Ways,2010-01-01,article,News,,['ARCHITECTURE']
"Conveniences, Once Upon a Time",2010-01-01,article,News,,"['Art', 'Wireless Communications']"
"Deep Roots, Oranges and a Taste of Florida’s Past",2010-01-01,article,News,,"['Fruit', 'Oranges', 'Sales', 'Citrus Fruits', 'AGRICULTURE', 'United States Economy', 'Family Business']"
Using Trickery to Burst Into Our Consciousness,2010-01-01,article,News,,"['Football', 'College Athletics', 'Bowl Games']"
"Rachel Wetzsteon, Poet of Keen Insights and Wit, Dies at 42",2010-01-01,article,Obituary (Obit),,"['Suicides and Suicide Attempts', 'Deaths (Obituaries)', 'Poetry and Poets']"
Dance Listings,2010-01-01,article,Schedule,,[]
Report Cites Crippling Infighting at Nuclear Site,2010-01-01,article,News,,"['Nuclear Energy', 'Economic Stimulus Act (2008)', 'Nuclear Wastes', 'Water Pollution']"
"David Barish, a Developer of the Paraglider, Is Dead at 88",2010-01-01,article,Obituary (Obit),,"['Gliders', 'Paragliding', 'Deaths (Obituaries)']"
C.I.A. Takes On Bigger and Riskier Role on Front Lines,2010-01-01,article,News,,"['United States Defense and Military Forces', 'Afghanistan War (2001- )']"
Terror Attempt May Hinder Plans to Close Guantánamo,2010-01-01,article,News,,"['Shutdowns (Institutional)', 'Detainees', 'Terrorism', 'United States Defense and Military Forces']"
"Ruth Lilly, Drug Heiress and Poetry Patron, Dies at 94",2010-01-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Philanthropy']"
Montana Ruling Bolsters Doctor-Assisted Suicide,2010-01-01,article,News,,"['Euthanasia and Assisted Suicide', 'Doctors', 'Law and Legislation']"
Bloggingheads: Against Top 10 Lists,2010-01-01,multimedia,Video,,['New Year']
Names of the Dead,2010-01-01,article,List,,"['Deaths (Obituaries)', 'Afghanistan War (2001- )']"
"As Honor Students Multiply, Who Really Is One?",2010-01-01,article,News,,"['Education and Schools', 'Awards, Decorations and Honors', 'ADMISSIONS STANDARDS']"
Corrections,2010-01-01,article,Correction,,[]
Debate Grows Over Roundup of Wild Horses in Nevada,2010-01-01,article,News,,"['ANIMALS', 'Horses', 'Population']"
Corrections,2010-01-01,article,Correction,,[]
Lottery Numbers,2010-01-01,article,List,,['Lotteries']
Winter Classic Fervor Blankets Boston,2010-01-01,article,News,,"['Fenway Park (Boston)', 'Hockey, Ice', 'Stadiums and Arenas']"
Doubts on Regulation and Renewal Hang Over Wall St.,2010-01-01,article,News,,"['Regulation and Deregulation of Industry', 'Bonuses', 'Banks and Banking', 'Economic Conditions and Trends', 'Subprime Mortgage Crisis', 'United States Economy']"
By George,2010-01-01,article,,,[]
"After Being a Florida Icon, Tebow Becomes an N.F.L. Question Mark",2010-01-01,article,News,,"['Football', 'College Athletics']"
Parsing Time at the Met,2010-01-01,multimedia,Slideshow,,['Art']
Officials End Immigration Inquiry,2010-01-01,article,News,,"['Illegal Immigrants', 'Immigration and Emigration', 'Labor and Jobs']"
Chinese New Year,2010-01-01,article,Op-Ed,,"['Protectionism (Trade)', 'International Trade and World Market', 'Yuan (Currency)', 'Layoffs and Job Reductions', 'Interest Rates', 'US Dollar (Currency)']"
The Copenhagen Call to Arms,2010-01-01,article,News,,"['United Nations Framework Convention on Climate Change', 'Greenhouse Gas Emissions', 'Global Warming', 'International Trade and World Market', 'Recession and Depression']"
The God That Fails,2010-01-01,article,Op-Ed,,['Terrorism']
A Judge and a Politician,2010-01-01,article,,,[]
Making a Little Fun of Russia’s Powerful,2010-01-01,article,News,,"['Politics and Government', 'Comedy and Humor']"
This Grass Is Greener,2010-01-01,article,,,[]
Dominant Teams Were Also Hugely Engaging,2010-01-01,article,News,,"['Basketball', 'Women and Girls', 'College Athletics']"
Focus on Internet Imams as Al Qaeda Recruiters,2010-01-01,article,News,,"['Islam', 'Terrorism']"
51 Across: Time of Obama’s Swearing In,2010-01-01,article,,,[]
"Engaged, Employed and Wrestling With Mental Illness",2010-01-01,article,Series,,['Mental Health and Disorders']
"As Defense Is Assessed, the Giants Mostly Shrug",2010-01-01,article,News,,['Football']
Justice Takes No Holiday in Room 129 at a Manhattan Court,2010-01-01,article,Series,,['Courts']
Obama Aide Gets Waiver to Investigate Airline Plot,2010-01-01,article,News,,"['Terrorism', 'AIRLINES AND AIRPLANES']"
New Year’s Day,2010-01-01,article,List,,['New Year']
"A Busy Year for Judiciary, Roberts Says",2010-01-01,article,News,,"['Federal District Courts', 'Appeals Courts (US)']"
Mr. Bloomberg’s Third Term,2010-01-01,article,Editorial,,"['Editorials', 'Air Pollution', 'Budgets and Budgeting', 'Diet and Nutrition', 'Education and Schools', 'Politics and Government', 'Elections']"
The U.N. in Afghanistan,2010-01-01,article,Editorial,,"['Editorials', 'International Relations', 'Afghanistan War (2001- )']"
New Year,2010-01-01,article,Editorial,,"['Editorials', 'New Year', 'Time', 'Holidays and Special Occasions']"
Taxing the Estate Heirs: What’s Fair?,2010-01-01,article,Letter,,"['Wills and Estates', 'Law and Legislation', 'Taxation', 'Inheritance and Estate Taxes']"
Understanding Terror Means Connecting the Dots,2010-01-01,article,Letter,,"['Fort Hood (Tex)', 'Terrorism']"
The Time Is Now to Enact Health Care Reform,2010-01-01,article,Letter,,"['Reform and Reorganization', 'Medicine and Health', 'Health Insurance and Managed Care']"
Jordanian Politics,2010-01-01,article,Letter,,['Politics and Government']
"In Senate Race, the Illinois G.O.P. Is Digging Its Own Hole",2010-01-01,article,News,,"['Homosexuality', 'Elections']"
A Zeppelin With a View,2010-01-01,multimedia,Slideshow,,"['AIRSHIPS', 'Travel and Vacations']"
Time Warner and Fox Extend Talks Overnight,2010-01-01,article,News,,"['Television', 'Cable Television', 'Prices (Fares, Fees and Rates)']"
"At Argonne Lab, a Shift From Radioactivity to Supercomputers",2010-01-01,article,News,,"['Nuclear Energy', 'Supercomputers', 'Laboratories and Scientific Equipment', 'Computers and the Internet', 'Science and Technology']"
Irish Should Follow Wildcats’ Example,2010-01-01,article,News,,"['Football', 'College Athletics', 'Coaches and Managers']"
Crowds in Times Square Celebrate 2010,2010-01-01,article,News,,['New Year']
"As Tourism and Advertising Slide, a Zeppelin Company Tries to Stay Aloft",2010-01-01,article,News,,"['ADVERTISING AND MARKETING', 'AIRSHIPS', 'Recession and Depression', 'Outdoor Advertising']"
N.H.L. Scoreboard: Hawks Say Farewell to 2009 by Crushing Devils,2010-01-01,article,,,[]
Teahouses’ Unique Blends Are Not Just in the Cup,2010-01-01,article,News,,"['Tea', 'Coffeehouses']"
The Pulse: Where Everybody Knows His Name,2010-01-01,article,News,,"['Newspapers', 'Bars']"
Outback Bowl: Northwestern (8-4) vs. Auburn (7-5),2010-01-01,article,,,[]
Some Medical Marijuana Millionaires Are Turning to Philanthropy,2010-01-01,article,News,,"['Philanthropy', 'High Net Worth Individuals', 'Marijuana', 'Medicine and Health', 'Hospice Care']"
Can the Zeppelin Stay Aloft? Highlights of Our Bay Area Report for Friday,2010-01-01,article,,,[]
On the Street | Quicksilver,2010-01-01,multimedia,Video,,['Fashion and Apparel']
"The Pulse: Looks Like a Library, but No Best Sellers",2010-01-01,article,News,,['Libraries and Librarians']
Leach Denies He Mistreated Player,2010-01-01,article,News,,"['Football', 'College Athletics']"
The Pulse: The Coaching Market for a Bulls Vacancy,2010-01-01,article,News,,['Basketball']
Capital One Bowl: No. 13 Penn State (10-2) vs. No. 12 L.S.U. (9-3),2010-01-01,article,,,[]
North Korea Calls for Better U.S. Ties,2010-01-01,article,News,,['United States International Relations']
The Last Remaining AIDS Hospice in California,2010-01-01,article,,,[]
Gator Bowl: No. 16 West Virginia (9-3) vs. Florida State (6-6),2010-01-01,article,,,[]
Corrections,2010-01-01,article,Correction,,[]
"Celebrating 2010, in Times Square Style",2010-01-01,multimedia,Slideshow,,['New Year']
