headline,date,doc_type,material_type,section,keywords
Another Actor Is Flying Solo,2002-03-01,article,News,,"['Tony Awards (Theater Awards)', 'Theater']"
U.S. Indicts 5 Miami Officers As Brutality Inquiry Grows,2002-03-01,article,News,,"['Police Brutality and Misconduct', 'Police']"
Bush Renews Push to Partly Privatize Social Security,2002-03-01,article,News,,"['ACCOUNTING AND ACCOUNTANTS', 'Privatization', 'Social Security (US)', 'Pensions and Retirement Plans', 'Stocks and Bonds', 'Bankruptcies']"
World Business Briefing | Asia: Japan: Sony To Buy Aiwa,2002-03-01,article,News,,"['Mergers, Acquisitions and Divestitures', 'Electronics']"
2 Clothing Retailers Post Gains,2002-03-01,article,News,,"['Company Reports', 'RETAIL STORES AND TRADE']"
CLASSICAL MUSIC AND DANCE GUIDE,2002-03-01,article,Schedule,,[]
Case Is Dogged by Identity Of Other Officer at Scene,2002-03-01,article,News,,['Police']
Hearings on Digital Movies and Piracy,2002-03-01,article,News,,"['COPYRIGHTS', 'MOTION PICTURES', 'Digital and High-Definition Television', 'Television', 'Law and Legislation', 'Computers and the Internet']"
World Briefing | Africa: Congo: Agreement Could Let Talks Resume,2002-03-01,article,News,,"['Politics and Government', 'Civil War and Guerrilla Warfare']"
"Paid Notice: Deaths  TRAINOR, ELLEN VERONICA, NEE O'DONNELL",2002-03-01,article,Paid Death Notice,,[]
Amy Cutler,2002-03-01,article,Review,,"['Reviews', 'Art']"
Longtime Hospital Union Leader Is Losing After Early Vote Count,2002-03-01,article,News,,"['LABOR', 'Medicine and Health', 'Hospitals']"
Technology Briefing | Internet: CenterSpan In Sony Licensing Deal,2002-03-01,article,News,,"['RECORDINGS (AUDIO)', 'Music', 'Computers and the Internet']"
"Paid Notice: Deaths  FINE, ALICE",2002-03-01,article,Paid Death Notice,,[]
FOR CHILDREN,2002-03-01,article,Schedule,,[]
DINER'S JOURNAL,2002-03-01,article,Review,,"['Reviews', 'Restaurants']"
"Paid Notice: Deaths  BAY, ADELA",2002-03-01,article,Paid Death Notice,,[]
World Briefing | Asia: South Korea: Gearing Up For Presidential Bid?,2002-03-01,article,News,,"['Politics and Government', 'Women', 'Elections']"
"Paid Notice: Memorials  IRELAND, ROBERT L., III.",2002-03-01,article,Paid Death Notice,,[]
W.T.O. Pact Would Set Global Accounting Rules,2002-03-01,article,News,,"['ACCOUNTING AND ACCOUNTANTS', 'International Trade and World Market', 'Treaties', 'Ethics', 'Regulation and Deregulation of Industry', 'Bankruptcies']"
Reflections On All 200 Films,2002-03-01,article,News,,['MOTION PICTURES']
World Briefing | Americas: Argentina: Clearing An I.M.F. Hurdle,2002-03-01,article,News,,"['Finances', 'Budgets and Budgeting', 'Economic Conditions and Trends', 'Foreign Aid']"
"'Behind the Surrealist Curtain' -- 'Sex, Sensuality And Silence'",2002-03-01,article,Review,,"['Reviews', 'Art']"
May I Borrow the Car? New Service Says Yes,2002-03-01,article,News,,"['Automobiles', 'Renting and Leasing']"
