headline,date,doc_type,material_type,section,keywords
"Glum to Gleeful, Israeli Media React to Possible End of Netanyahu Era",2021-06-01,article,News,,[]
Serena Williams Wins in the First Round at the French Open,2021-06-01,article,News,,"['French Open (Tennis)', 'Tennis']"
Illinois Lawmakers Bar Police From Using Deception When Interrogating Minors,2021-06-01,article,News,,"['Confessions', 'State Legislatures', 'False Arrests, Convictions and Imprisonments', 'Interrogations', 'Criminal Justice', 'Youth']"
With the Candlestick in the Study,2021-06-01,article,News,,['Crossword Puzzles']
How Do Animals Safely Cross a Highway? Take a Look.,2021-06-01,multimedia,Interactive Feature,,"['ANIMALS', 'Animal Migration', 'Roads and Traffic', 'Traffic Accidents and Safety', 'States (US)']"
Quotation of the Day: Shops Along Ponte Vecchio Longingly Wait for Tourists,2021-06-01,article,Quote,,[]
"Corrections: June 1, 2021",2021-06-01,article,Correction,,[]
Your Tuesday Briefing,2021-06-01,article,briefing,,[]
‘For My People’: A Transgender Woman Pursues an Olympic Dream,2021-06-01,article,News,,"['Track and Field', 'Olympic Games (2020)', 'Transgender and Transsexuals', 'Content Type: Personal Profile']"
Australia’s softball players are among the first Olympic athletes to arrive in Japan.,2021-06-01,article,News,,"['internal-essential', 'Olympic Games', 'Softball', 'Athletics and Sports', 'Coronavirus (2019-nCoV)']"
Something Bothering You? Tell It to Woebot.,2021-06-01,article,News,,"['Therapy and Rehabilitation', 'Anxiety and Stress', 'Mental Health and Disorders', 'Psychology and Psychologists', 'Artificial Intelligence', 'Mobile Applications', 'Depression (Mental)', 'Psychiatry and Psychiatrists']"
Four Lessons From Your Anxious Brain,2021-06-01,article,News,,"['Content Type: Service', 'Quarantine (Life and Culture)', 'Anxiety and Stress', 'Habits and Routines (Behavior)', 'Coronavirus (2019-nCoV)', 'Brain']"
Why a New Mexico House Race Is a Crucial Test of the G.O.P. Focus on Crime,2021-06-01,article,News,,"['United States Politics and Government', 'Elections, House of Representatives', 'Police Reform', 'Race and Ethnicity']"
"Will the Excelsior Pass, New York’s Vaccine Passport, Catch On?",2021-06-01,article,News,,"['Vaccination Proof and Immunization Records', 'Coronavirus (2019-nCoV)', 'Bars and Nightclubs', 'Mobile Applications', 'Vaccination and Immunization', 'Privacy', 'Identification Devices']"
China Wants More Babies. Some Men Choose Vasectomies.,2021-06-01,article,News,,"['Vasectomy', 'Birth Control and Family Planning', 'Population', 'Single Persons', 'Sterilization (Reproductive)', 'Census', 'Parenting']"
There’s a Sexual Assault Crisis in the Military. Congress Can Stop It.,2021-06-01,multimedia,Video,,"['United States Politics and Government', 'United States Defense and Military Forces', 'Sex Crimes', 'your-feed-opinionvideo']"
The Young Activist and the Atlanta Bar That Shaped Queer History,2021-06-01,article,Review,,"['Books and Literature', 'Homosexuality and Bisexuality']"
"Drew Pearson, the Muckraking Journalist With the Bully Pulpit",2021-06-01,article,Review,,"['Books and Literature', 'News and News Media', 'Content Type: Personal Profile', 'United States Politics and Government']"
Breaking Out of Prison With a Ouija Board and Some Clever Tricks,2021-06-01,article,Review,,"['Books and Literature', 'World War I (1914-18)', 'Ottoman Empire', 'Prison Escapes', 'Prisoners of War']"
