headline,date,doc_type,material_type,section,keywords
Love of a Raspberry Tart,2016-11-01,article,Brief,,['Raspberries']
911 Recordings of Gunman During Orlando Nightclub Siege Are Released,2016-11-01,article,News,,"['Orlando, Fla, Shooting (2016)', 'Audio Recordings, Downloads and Streaming', 'Nine-One-One (911) (Emergency Phone Number)']"
Bundy Verdict Puts a Target on the Backs of Federal Workers,2016-11-01,article,Op-Ed,,"['Federal Lands', 'Government Employees']"
"Where Mountains of Halloween Candy Go, the Morning After",2016-11-01,article,News,,"['Halloween', 'Candy', 'Teeth and Dentistry', 'Philanthropy', 'Children and Childhood']"
What Happens to the Markets if Donald Trump Wins?,2016-11-01,article,News,,"['Stocks and Bonds', 'Presidential Election of 2016', 'United States Economy']"
James Comey’s Big Mistake,2016-11-01,article,Editorial,,"['Presidential Election of 2016', 'Classified Information and State Secrets', 'E-Mail', 'Editorials']"
"Zcash, a Harder-to-Trace Virtual Currency, Generates Price Frenzy",2016-11-01,article,News,,"['Virtual Currency', 'Privacy', 'Bitcoin (Currency)', 'Black Markets']"
Bridge Case Verdict May Hinge on Officials Who Weren’t Tried,2016-11-01,article,News,,"['George Washington Bridge Scandal (2013)', 'Delays (Transportation)']"
Donald Trump's Lawyers' Warnings on Tax Maneuver,2016-11-01,multimedia,Interactive Feature,,"['Federal Taxes (US)', 'Income Tax']"
How Donald Trump Avoided Paying Taxes Using Other People’s Money,2016-11-01,multimedia,Interactive Feature,,"['Presidential Election of 2016', 'Federal Taxes (US)', 'Income Tax', 'Stocks and Bonds', 'Casinos']"
Donald Trump Used Legally Dubious Method to Avoid Paying Taxes,2016-11-01,article,News,,"['Taxation', 'Income Tax', 'Federal Taxes (US)', 'Presidential Election of 2016', 'Casinos']"
A.P. Poll About to Take a Back Seat to College Football Playoff Rankings,2016-11-01,article,News,,"['Football (College)', 'College Football Playoff National Championship', 'Polls and Public Opinion']"
‘Going Flat’ After Breast Cancer,2016-11-01,article,News,,"['Breasts', 'Implants', 'Mastectomy', 'Surgery and Surgeons', 'Breast Cancer']"
"For the Clintons, Two Investigations, One Protective Reflex",2016-11-01,article,News,,"['Presidential Election of 2016', 'Classified Information and State Secrets', 'E-Mail']"
"James Comey Role Recalls Hoover’s F.B.I., Fairly or Not",2016-11-01,article,News,,"['Presidential Election of 2016', 'United States Politics and Government', 'Classified Information and State Secrets', 'E-Mail']"
World Series Drawing Most Viewers Since Red Sox’ Sweep in ’04,2016-11-01,article,News,,"['Television', 'Baseball', 'Ratings (Audience Measurement)', 'World Series']"
