headline,date,doc_type,material_type,section,keywords
‘Battling a Demon’: Drifter Sought Help Before Texas Church Shooting,2020-01-01,article,News,,"['Churches (Buildings)', 'Murders, Attempted Murders and Homicides']"
Protect Veterans From Fraud,2020-01-01,article,Editorial,,"['Veterans', 'For-Profit Schools', 'Financial Aid (Education)', 'Frauds and Swindling', 'Colleges and Universities']"
F.D.A. Plans to Ban Most E-Cigarette Flavors but Menthol,2020-01-01,article,News,,"['E-Cigarettes', 'Recalls and Bans of Products', 'Menthol', 'Nicotine', 'Teenagers and Adolescence', 'Regulation and Deregulation of Industry', 'Smoking and Tobacco', 'Lobbying and Lobbyists', 'United States Politics and Government', 'your-feed-healthcare']"
‘It’s Green and Slimy’,2020-01-01,article,News,,['Crossword Puzzles']
"Corrections: Jan. 1, 2020",2020-01-01,article,Correction,,[]
Quotation of the Day: Ex-SEAL Now Pitching Products and President,2020-01-01,article,Quote,,[]
Hospitals and Schools Are Being Bombed in Syria. A U.N. Inquiry Is Limited. We Took a Deeper Look.,2020-01-01,multimedia,Interactive Feature,,"['Defense and Military Forces', 'Civilian Casualties']"
Hong Kong Protesters Return to Streets as New Year Begins,2020-01-01,article,News,,"['Demonstrations, Protests and Riots', 'Hong Kong Protests (2019)', 'New Year']"
Kevin Spacey Accuser’s Estate Drops Sexual Assault Lawsuit,2020-01-01,article,News,,"['Sexual Harassment', 'Suits and Litigation (Civil)', 'Movies', '#MeToo Movement', 'Television', 'ACTORS AND ACTRESSES', 'Massage', 'Sex Crimes', 'Academy Awards (Oscars)', 'Golden Globes (Awards)', 'Tony Awards (Theater Awards)']"
Dizzying Day for Trump Caps a Year Full of Them,2020-01-01,article,News,,"['United States International Relations', 'United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']"
Meteor Showers in 2020 That Will Light Up Night Skies,2020-01-01,article,News,,"['Meteors and Meteorites', 'Space and Astronomy', 'Earth', 'Solar System']"
Sync your calendar with the solar system,2020-01-01,multimedia,Interactive Feature,,"['Space and Astronomy', 'Moon', 'Eclipses', 'Seasons and Months', 'Solar System', 'Meteors and Meteorites']"
"Rocket Launches, Trips to Mars and More 2020 Space and Astronomy Events",2020-01-01,article,News,,"['Space and Astronomy', 'Private Spaceflight', 'Rocket Science and Propulsion', 'Moon', 'Mars (Planet)', 'Sun', 'Mars 2020 (Mars Rover)', 'Satellites', 'International Space Station', 'Comets', 'Perseverance (Mars Rover)', 'Emirates Mars Mission', 'Tianwen-1 (Mars Mission)']"
What’s on TV Wednesday: A Linda Ronstadt Doc and ‘Doctor Who’,2020-01-01,article,News,,"['Television', 'Movies']"
How the U.S. Embassy in Iraq Became a Target,2020-01-01,article,News,,"['Politics and Government', 'United States International Relations', 'United States Defense and Military Forces', 'Defense and Military Forces', 'Demonstrations, Protests and Riots', 'Diplomatic Service, Embassies and Consulates', 'Corruption (Institutional)']"
10 Electric Vehicles to Watch,2020-01-01,article,News,,"['Electric and Hybrid Vehicles', 'Automobile Service and Charging Stations', 'Batteries']"
Why the Fires in Australia Are So Bad,2020-01-01,article,News,,"['Fires and Firefighters', 'Wildfires', 'Global Warming']"
Pro-Iranian Protesters End Siege of U.S. Embassy in Baghdad,2020-01-01,article,News,,"['Demonstrations, Protests and Riots', 'Diplomatic Service, Embassies and Consulates', 'United States Defense and Military Forces', 'United States International Relations']"
Judge John Hodgman on Uncle Money Bags,2020-01-01,article,News,,['Comedy and Humor']
"She Felt Fine, but Her M.R.I. Showed Several Strokes. What Was Wrong?",2020-01-01,article,News,,"['Stroke', 'Brain', 'Heart', 'Medicine and Health']"
These Armenian Flatbreads Stuffed With Greens Are the Perfect Snack,2020-01-01,article,News,,"['Cooking and Cookbooks', 'Recipes']"
"‘Don’t Believe a Word,’ a Look at Language and Power (and Why Dolphins Have Accents)",2020-01-01,article,Review,,"['Books and Literature', 'Language and Languages']"
