headline,date,doc_type,material_type,section,keywords
Corrections,2004-04-01,article,Correction,,"['DVD (DIGITAL VERSATILE DISK)', 'RECORDINGS (VIDEO)', 'Correction Stories']"
Corrections,2004-04-01,article,Correction,,"['Impeachment', 'Governors (US)', 'Ethics', 'Correction Stories']"
Ballet: Fond Farewell,2004-04-01,article,News,,"['Suspensions, Dismissals and Resignations', 'Biographical Information', 'Dancing']"
"To Portray The Horror, News Media Agonize",2004-04-01,article,News,,"['United States International Relations', 'Television', 'Security and Warning Systems', 'Terrorism', 'News and News Media', 'Computers and the Internet', 'UNITED STATES ARMAMENT AND DEFENSE']"
"Day After Grisly Killings, Iraqi Newspapers Look Elsewhere",2004-04-01,article,News,,['Newspapers']
Glass Recycling and Weekly Pickups Will Resume Today,2004-04-01,article,News,,"['Glass', 'Metals and Minerals', 'ADVERTISING AND MARKETING', 'Containers and Packaging', 'Waste Materials and Disposal', 'Plastics', 'Recycling of Waste Materials']"
World Business Briefing | Europe: The Netherlands: Bid For Retailer,2004-04-01,article,News,,"['Mergers, Acquisitions and Divestitures', 'RETAIL STORES AND TRADE']"
Hong Kong Protest Opposes Potential Curbs on Democracy,2004-04-01,article,News,,['Demonstrations and Riots']
TRANSACTIONS,2004-04-01,article,List,,[]
BUSINESS DIGEST,2004-04-01,article,Summary,,[]
BOLDFACE NAMES,2004-04-01,article,News,,"['Parties (Social)', 'Theater']"
Technology Briefing | Hardware: ATI Posts 2nd-Quarter Profit,2004-04-01,article,News,,"['Suspensions, Dismissals and Resignations', 'Biographical Information', 'Company Reports']"
"Looking Back Across a Decade, With Bloody Regret",2004-04-01,article,Review,,"['Reviews', 'Television']"
"Ground as Hallowed as Cooperstown; Green-Wood Cemetery, Home to 200 Baseball Pioneers",2004-04-01,article,News,,"['Baseball', 'Cemeteries', 'History', 'Urban Areas', 'GREEN-WOOD CEMETERY (NYC)', 'Civil War (US) (1861-65)']"
"Paid Notice: Deaths   HAMILTON, GEORGE HEARD",2004-04-01,article,Paid Death Notice,,[]
National Briefing | Washington: Ashcroft Back In Office,2004-04-01,article,News,,[]
Frozen in Fear? Mighty Mouse To the Rescue,2004-04-01,article,News,,['Computer and Video Games']
"Paid Notice: Deaths   BEARD, CHARLES J. II.",2004-04-01,article,Paid Death Notice,,[]
What's That Sound?,2004-04-01,article,Op-Ed,,"['LABOR', 'North American Free Trade Agreement', 'International Trade and World Market', 'Wages and Salaries', 'Politics and Government']"
Bloomberg's Plan for Utopia in Early Education May Be Just That,2004-04-01,article,An Analysis; News Analysis,,"['Education and Schools', 'Finances', 'Politics and Government', 'Budgets and Budgeting']"
There's Saying and Then There's Saying,2004-04-01,article,Sidebar,,['Presidential Elections (US)']
"Paid Notice: Deaths   KRISTT, MILTON",2004-04-01,article,Paid Death Notice,,[]
Europeans Criticize Iran's Plan To Start Up Enrichment Plant,2004-04-01,article,News,,"['Uranium', 'Terrorism', 'ATOMIC WEAPONS']"
World Briefing | Middle East: Saudi Arabia: Cleric Condemns TV Show,2004-04-01,article,News,,"['Television', 'Islam']"
