headline,date,doc_type,material_type,section,keywords
Computers Hit Around Globe By New Form Of Old Virus,2001-11-01,article,News,,"['Electronic Mail', 'Newspapers', 'Computer Security', 'Computers and the Internet']"
Candidates Clash Over Campaign Finance,2001-11-01,article,News,,"['Mayors', 'Sex Crimes', 'Finances', 'ELECTION ISSUES', 'Endorsements', 'Ethics', 'Elections']"
Sports of The Times; Midnight Thunder In the Bronx,2001-11-01,article,News,,['Baseball']
"Paid Notice: Deaths  LIPTON, BILL",2001-11-01,article,Paid Death Notice,,[]
RESIDENTIAL SALES,2001-11-01,article,List,,[]
Study Looks At Absence Of Referrals By Doctors,2001-11-01,article,News,,"['HEALTH MAINTENANCE ORGANIZATIONS AND MANAGED CARE', 'Medicine and Health']"
Renaissance Man Has His Own Renaissance,2001-11-01,article,News,,['World Series']
Corrections,2001-11-01,article,Correction,,"['Appointments and Executive Changes', 'Correction Stories']"
A Rare Leader Tries to Save Mexico's Fallen Party,2001-11-01,article,News,,"['Politics and Government', 'Women']"
Metro Briefing | New York: Manhattan: Ruling In Zimbabwe Terror Case,2001-11-01,article,News,,"['Suits and Litigation', 'Freedom and Human Rights', 'Torture']"
"BEST BUY TO PAY $250,000 TO SETTLE HARASSMENT LAWSUIT",2001-11-01,article,News,,"['Electronics', 'Blacks', 'Black People', 'Suits and Litigation', 'Discrimination']"
Technology Briefing | Hardware: Broadcasters Sue ReplayTV,2001-11-01,article,News,,"['COPYRIGHTS', 'RECORDINGS (AUDIO)', 'Television', 'Suits and Litigation']"
Inventories Play Role at 2 Clothing Makers,2001-11-01,article,News,,"['Company Reports', 'RETAIL STORES AND TRADE']"
Sizing Up Budget Cuts and Answering Criticism About Experience,2001-11-01,article,Text,,"['Mayors', 'World Trade Center (NYC)', 'AIRLINES AND AIRPLANES', 'Finances', 'ELECTION ISSUES', 'Ethics', 'Hijacking', 'Elections', 'Economic Conditions and Trends', 'Terrorism']"
Game 7 Would Be Classic Duel,2001-11-01,article,News,,['World Series']
"Paul Warnke, 81, a Leading Dove in Vietnam Era, Dies",2001-11-01,article,Obituary; Biography,,"['Vietnam War', 'ARMS CONTROL AND LIMITATION AND DISARMAMENT', 'Biographical Information', 'Deaths (Obituaries)']"
"Citing Safety, City Will Cut Work Force For Recovery",2001-11-01,article,News,,"['World Trade Center (NYC)', 'AIRLINES AND AIRPLANES', 'FIRES AND FIREMEN', 'Hijacking', 'Police', 'Air Pollution', 'Terrorism']"
"Rabbi's Accuser Is Hoping For Profit, a Witness Says",2001-11-01,article,News,,"['Robberies and Thefts', 'Murders and Attempted Murders']"
Technology Briefing | Internet: Agency.com Sale Is Finalized,2001-11-01,article,News,,['Computers and the Internet']
"Alcatel Plans To Eliminate 10,000 Jobs",2001-11-01,article,News,,"['LABOR', 'Layoffs and Job Reductions', 'Company Reports', 'Telephones and Telecommunications']"
World Briefing,2001-11-01,article,Summary,,"['Politics and Government', 'Demonstrations and Riots', 'United States Politics and Government', 'Terrorism']"
"Paid Notice: Deaths  CANFIELD, FRANKLIN O.",2001-11-01,article,Paid Death Notice,,[]
The Afghan Front: Lessons of Vietnam,2001-11-01,article,Letter,,"['Vietnam War', 'United States International Relations', 'UNITED STATES ARMAMENT AND DEFENSE']"
"William E. Sauro, Times Photographer, 78",2001-11-01,article,Obituary; Biography,,"['Biographical Information', 'Deaths (Obituaries)']"
"Paid Notice: Deaths  CELLIER, JACQUES",2001-11-01,article,Paid Death Notice,,[]
World Briefing | Europe: Denmark: Premier Calls Quick Election,2001-11-01,article,News,,"['World Trade Center (NYC)', 'AIRLINES AND AIRPLANES', 'Pentagon Building', 'Politics and Government', 'Hijacking', 'Elections', 'Terrorism']"
Brenly's Good Moves Don't Matter,2001-11-01,article,News,,['World Series']
The Worry Trap,2001-11-01,article,Op-Ed,,"['Biological and Chemical Warfare', 'World Trade Center (NYC)', 'AIRLINES AND AIRPLANES', 'ANTHRAX', 'Hijacking', 'Terrorism']"
"Big Blasts, Big Rally, Tied Series",2001-11-01,article,News,,"['Baseball', 'World Series']"
Bush Seeking House Allies On Airport Security Plan,2001-11-01,article,News,,"['World Trade Center (NYC)', 'AIRLINES AND AIRPLANES', 'Hijacking', 'Security and Warning Systems', 'Law and Legislation', 'Terrorism']"
The SoHo Grand Retools for the Ironically Earnest,2001-11-01,article,News,,"['Interior Design', 'HOTELS AND MOTELS']"
Victim's Neighbors May Handle the Arrangements,2001-11-01,article,News,,"['Biological and Chemical Warfare', 'World Trade Center (NYC)', 'AIRLINES AND AIRPLANES', 'ANTHRAX', 'Biographical Information', 'Hijacking', 'Terrorism']"
"Paid Notice: Deaths  HANFT, MORTON (MARK AND MORTY HALL)",2001-11-01,article,Paid Death Notice,,[]
Editors' Note; Today's Sections,2001-11-01,article,Editors' Note,,[]
Protests and Firing of Cabinet Plunge Georgia Into New Crisis,2001-11-01,article,News,,"['Demonstrations and Riots', 'Suspensions, Dismissals and Resignations', 'Civil War and Guerrilla Warfare', 'Assassinations and Attempted Assassinations']"
Unleashing Her Inner Child,2001-11-01,article,Interview,,"['Books and Literature', 'Biographical Information']"
"Paid Notice: Deaths  ALBERT, HENRY DAVID",2001-11-01,article,Paid Death Notice,,[]
