headline,date,doc_type,material_type,section,keywords
April Fools’ With the Epitome of Cool,2017-05-01,article,News,,"[""APRIL FOOL'S DAY"", 'Hoaxes and Pranks']"
"City Pays for Mets Moment, Guided by Firm With Troubled Ties to de Blasio",2017-05-01,article,News,,"['Baseball', 'Reality Television', 'World Series', 'Lobbying and Lobbyists']"
"Review: Philip Glass’s ‘Madrigal Opera,’ Transparent and Opaque",2017-05-01,article,Review,,['Opera']
"Emboldened by Trump but Divided by Generations, Democrats Look to 2020",2017-05-01,article,News,,['Presidential Election of 2020']
Murdochs’ TV Deal in Britain Hinges on 3 Words: ‘Fit and Proper’,2017-05-01,article,News,,"['News and News Media', 'Television']"
Shaming Children So Parents Will Pay the School Lunch Bill,2017-05-01,article,News,,"['Lunch and Breakfast Programs', 'Education (K-12)', 'Children and Childhood', 'Food']"
"Jazz Top the Clippers in Game 7, Escorting Them to Another Early Exit",2017-05-01,article,News,,"['Basketball', 'Playoff Games']"
"Fed Will Update Economic Outlook, and April Jobs Data Is Ahead",2017-05-01,article,News,,"['United States Economy', 'Banking and Financial Institutions', 'Labor and Jobs', 'AIRLINES AND AIRPLANES', 'Automobiles']"
Entertaining Loss Doesn’t Dim Luster of Yankees’ Opening Month,2017-05-01,article,News,,['Baseball']
"Sebastian Gorka Likely to Be Out of White House Role, Officials Say",2017-05-01,article,News,,"['Appointments and Executive Changes', 'United States Politics and Government']"
"‘The Leftovers’ Season 3, Episode 3 Recap: Down Under",2017-05-01,article,Review,,['Television']
Quotation of the Day: Shaming Children So Parents Will Pay the School Lunch Bill,2017-05-01,article,News,,[]
Bipartisan Agreement Reached to Fund Government Through September,2017-05-01,article,News,,"['United States Politics and Government', 'Federal Budget (US)']"
"‘Billions’ Season 2, Episode 11 Recap: Even the Losers Get Plucky",2017-05-01,article,Review,,['Television']
21st Century Fox and Blackstone Said to Be Interested in Buying Tribune Media,2017-05-01,article,News,,"['Television', 'Mergers, Acquisitions and Divestitures', 'Regulation and Deregulation of Industry', 'News and News Media']"
Celtics Open Conference Semifinal by Beating Wizards,2017-05-01,article,News,,['Basketball']
William McChesney Martin and President Lyndon B. Johnson,2017-05-01,audio,,,[]
Conversations Between Warhol and Capote to Be Adapted Into a Play,2017-05-01,article,News,,['Theater']
"France, Russia, Donald Trump: Your Monday Briefing",2017-05-01,article,briefing,,[]
At Home in Beijing,2017-05-01,article,News,,['Travel and Vacations']
My Beijing: The Sacred City,2017-05-01,article,News,,"['Travel and Vacations', 'Religion and Belief']"
Key to Improving Subway Service in New York? Modern Signals,2017-05-01,article,News,,"['Subways', 'Delays (Transportation)', 'Transit Systems', 'Infrastructure (Public Works)', 'Commuting']"
Word + Quiz: collage,2017-05-01,article,News,,[]
What’s on TV Monday: The 2017 Met Gala and Matt LeBlanc in ‘Episodes’,2017-05-01,article,Schedule,,"['Television', 'Web-Original Programming']"
"Looking to Cross the Border From Mexico, Into the N.C.A.A.",2017-05-01,article,News,,['College Athletics']
"Questions for: ‘Despite the “Yuck Factor,” Leeches Are Big in Russian Medicine’",2017-05-01,article,News,,[]
Would You Ever Write Down a Secret and Bury It in the Ground?,2017-05-01,article,News,,[]
Meridith Kohut Wins Chris Hondros Award for Venezuela Coverage,2017-05-01,multimedia,Slideshow,,['Photography']
Who Is a ‘Criminal’?,2017-05-01,article,Op-Ed,,"['Illegal Immigration', 'Traffic and Parking Violations', 'Citizenship and Naturalization', 'Deportation', 'Human Rights and Human Rights Violations']"
Visas for Foreign Workers,2017-05-01,article,Letter,,"['Foreign Workers', 'Science and Technology', 'Labor and Jobs', 'Visas']"
What Business Schools Are For,2017-05-01,article,Letter,,['Business Schools']
Better Transit Solutions for New York,2017-05-01,article,Letter,,"['Transit Systems', 'Railroads']"
Should the U.S. Import Drugs to Drive Down Costs?,2017-05-01,article,Letter,,"['Drugs (Pharmaceuticals)', 'Patient Protection and Affordable Care Act (2010)']"
A Less Dark Rendering of Western Civ Courses,2017-05-01,article,Letter,,"['Colleges and Universities', 'Politics and Government']"
Keep For-Profit Schools on a Short Leash,2017-05-01,article,Editorial,,"['For-Profit Schools', 'Colleges and Universities', 'Financial Aid (Education)', 'Private and Sectarian Schools', 'Frauds and Swindling']"
Helping Children Cope With a Parent’s Death,2017-05-01,article,Letter,,"['Parenting', 'Children and Childhood', 'Death and Dying', 'Psychology and Psychologists', 'Grief (Emotion)']"
