headline,date,doc_type,material_type,section,keywords
Summer in the City,2010-07-01,multimedia,Slideshow,,"['Parties (Social)', 'Music', 'Art']"
10 New Hot Spots if Summer Needs Sizzle,2010-07-01,article,News,,"['Bars', 'Sidewalk Cafes', 'Shopping and Retail', 'Beaches', 'Travel and Vacations', 'Homosexuality', 'Playgrounds', 'McCarren Park Pool (NYC)', 'Art']"
Turkish Aid From Flotilla Begins Arriving in Gaza,2010-07-01,article,News,,"['Humanitarian Aid', 'Palestinians', 'Embargoes and Economic Sanctions']"
Deal Restores Public Housing Subsidies,2010-07-01,article,News,,['Public Housing']
Setting an Example of Austerity at the Élysée Palace,2010-07-01,article,News,,"['Budgets and Budgeting', 'Politics and Government']"
"In Civil Suit, Mixed Verdict for Accuser and Officer",2010-07-01,article,News,,"['Police Brutality and Misconduct', 'Decisions and Verdicts']"
Veterans at St. Louis Center Are Told of Exposure Risk,2010-07-01,article,News,,"['Medicine and Health', 'Teeth and Dentistry', 'Veterans']"
Varied Bills for Special Interests Move Quietly Through Albany,2010-07-01,article,News,,"['State Legislatures', 'Law and Legislation', 'Casinos', 'Payday Loans', 'Police', 'Lobbying and Lobbyists']"
Oakland Prepares for Response to Trial Verdict,2010-07-01,article,News,,"['Suits and Litigation', 'Police', 'Deaths (Fatalities)']"
Economies in Latin America Race Ahead,2010-07-01,article,News,,"['Economic Conditions and Trends', 'International Trade and World Market']"
Report Says City Elections Should Be Nonpartisan,2010-07-01,article,News,,"['Referendums', 'Term Limits (Political Office)', 'Elections']"
The Kagan Hearings: Some Reviews,2010-07-01,article,Letter,,['United States Politics and Government']
A Family Ritual in Haiti Is Threatened,2010-07-01,article,Series,,"['Haitian-Americans', 'Families and Family Life', 'Travel and Vacations', 'Earthquakes']"
"For Fans, a Time Machine to the Heyday of Hip-Hop",2010-07-01,article,News,,"['Music', 'Disc Jockeys']"
Should Oil Drilling in the Gulf Be Put on Hold?,2010-07-01,article,Letter,,"['Offshore Drilling and Exploration', 'United States Economy', 'Oil (Petroleum) and Gasoline']"
"When the Roads to Suburbia Lead to a Suspected Spy Ring
",2010-07-01,article,News,,"['Suburbs', 'Espionage']"
Black Landowners Fight to Reclaim Georgia Home,2010-07-01,article,News,,"['Land Use Policies', 'Politics and Government', 'Blacks', 'Black People']"
"Top French Schools, Asked to Diversify, Fear for Standards",2010-07-01,article,News,,"['Scholarships and Fellowships', 'Race', 'ADMISSIONS STANDARDS', 'Colleges and Universities', 'Discrimination']"
Giving Birth in Manhattan,2010-07-01,article,Letter,,"['Pregnancy and Obstetrics', 'Women and Girls']"
"For Negro League Players, a Measure of Recognition",2010-07-01,article,News,,"['Race', 'Blacks', 'Black People', 'Tombs and Tombstones', 'Cemeteries', 'Coaches and Managers', 'Baseball']"
PGA Tour Should Not Get Comfortable in Philadelphia,2010-07-01,article,,,[]
Names of the Dead,2010-07-01,article,List,,"['United States Defense and Military Forces', 'Iraq War (2003- )']"
"At 11, Turning a Love of Animals Into a Job",2010-07-01,article,News,,"['Pets', 'Dogs', 'Cats', 'Careers and Professions']"
Google News Offers the Daily You,2010-07-01,article,,,"['Blogs and Blogging (Internet)', 'Computers and the Internet']"
Sore Back and Hard Turf Sideline Reyes for a Night,2010-07-01,article,News,,"['Injuries (Sports)', 'Baseball']"
The Tax Treatment of Domestic Partner Benefits,2010-07-01,article,,,[]
Banned Trailers Return for Latest Gulf Disaster,2010-07-01,article,News,,"['Mobile Homes and Trailers', 'Accidents and Safety', 'Offshore Drilling and Exploration', 'HURRICANE KATRINA', 'Oil (Petroleum) and Gasoline']"
Google to Add Pay to Cover a Tax for Same-Sex Benefits,2010-07-01,article,News,,"['Taxation', 'Health Insurance and Managed Care', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships']"
Second-Act Aces,2010-07-01,article,,,[]
Microsoft Kin Discontinued After 48 Days,2010-07-01,article,News,,['Smartphones']
Killers Stalk Politicians as Iraq Seeks Government,2010-07-01,article,News,,"['Terrorism', 'Awakening Movement (Iraq)', 'Assassinations and Attempted Assassinations', 'Politics and Government']"
"With a Focus on Recruiters, Not a Recruiter to Be Found",2010-07-01,article,News,,"['United States Defense and Military Forces', 'Draft and Recruitment (Military)']"
Talks on Global Whaling,2010-07-01,article,Letter,,"['Whales and Whaling', 'Fish and Other Marine Life']"
Harsh Words for G.O.P. From Obama,2010-07-01,article,News,,"['Regulation and Deregulation of Industry', 'United States Politics and Government', 'Unemployment', 'Subprime Mortgage Crisis', 'United States Economy']"
"This Year at AT&T National, Woods Has a Different Role",2010-07-01,article,News,,"['Golf', 'United States Open (Golf)']"
Gratitude for Stonewall,2010-07-01,article,Letter,,['Stonewall Riots (1969)']
M.T.A. Contractor Pleads Guilty to Underpaying Workers,2010-07-01,article,News,,"['Building (Construction)', 'Plea Bargaining', 'Wages and Salaries']"
Confirm Elena Kagan,2010-07-01,article,Editorial,,['Appointments and Executive Changes']
Turkish and Israeli Officials Meet Secretly on Raid Crisis,2010-07-01,article,News,,"['International Relations', 'Defense and Military Forces']"
Battle for LeBron James Begins in Earnest,2010-07-01,article,News,,"['Basketball', 'Free Agents (Sports)']"
The Fed and Your Credit Card,2010-07-01,article,Editorial,,"['Fines (Penalties)', 'Credit Cards', 'Regulation and Deregulation of Industry', 'Credit Card Accountability, Responsibility and Disclosure Act (2009)']"
Small Schools,2010-07-01,article,Editorial,,"['Education and Schools', 'Education (Secondary)', 'Graduation Rates']"
Not Anyone’s Daughter,2010-07-01,article,Editorial,,"['Women and Girls', 'Immigration and Emigration', 'Law and Legislation', 'Female Genital Mutilation']"
Officer and Professor Faulted for Confrontation at Home,2010-07-01,article,News,,"['Race', 'Police']"
"Diplomacy, Sanctions and Iran’s Nuclear Program",2010-07-01,article,Letter,,"['Embargoes and Economic Sanctions', 'Nuclear Energy']"
Afghan Shift Puts Top U.S. Civilians in Tricky Spot,2010-07-01,article,News,,['Afghanistan War (2001- )']
Politics Blog Questions Polling Data It Has Used,2010-07-01,article,News,,"['Blogs and Blogging (Internet)', 'Polls and Public Opinion', 'News and News Media']"
G.O.P. Rival Criticizes Blumenthal on Integrity,2010-07-01,article,News,,"['United States Politics and Government', 'Vietnam War', 'Veterans', 'United States Defense and Military Forces', 'Elections']"
"TARP, the Bailout Fund Everyone Loves to Hate, Could Make Its Exit Early",2010-07-01,article,News,,"['Regulation and Deregulation of Industry', 'Banks and Banking', 'Subprime Mortgage Crisis', 'Emergency Economic Stabilization Act (2008)']"
The Most Unhappy Fellow,2010-07-01,article,Op-Ed,,"['Regulation and Deregulation of Industry', 'Banks and Banking', 'United States Politics and Government']"
Massachusetts: Psychiatrist Departs After Baby Einstein Controversy,2010-07-01,article,Brief,,"['Psychiatry and Psychiatrists', 'Medicine and Health']"
Chancellor’s Slip Benefits Tobacco Research,2010-07-01,article,News,,['Smoking and Tobacco']
Prominent Drug Chief to Sell Abraxis BioScience to Celgene for $2.9 Billion,2010-07-01,article,News,,"['Drugs (Pharmaceuticals)', 'Mergers, Acquisitions and Divestitures']"
2 Suitors for Newsweek Are Said to Be Ruled Out,2010-07-01,article,News,,['Magazines']
A.C.L.U. Sues Over No-Fly List,2010-07-01,article,Brief,,"['AIRLINES AND AIRPLANES', 'Americans Abroad', 'Security and Warning Systems']"
