headline,date,doc_type,material_type,section,keywords
Immigrant Groups and R.N.C. Split on Outcome of Meeting,2010-04-01,article,,,[]
Borders Repays $42.5 Million Loan From Ackman,2010-04-01,article,,,"['Book Trade', 'Company Reports', 'LOANS']"
The Pace of Deal-Making Picks Up,2010-04-01,article,News,,"['Mergers, Acquisitions and Divestitures', 'Banks and Banking', 'Subprime Mortgage Crisis']"
Furor Over Promotions of Palin TV Show,2010-04-01,article,,,[]
Calculating Morgan Stanley’s Fees for Citi Stock Sale,2010-04-01,article,,,"['Emergency Economic Stabilization Act (2008)', 'Subprime Mortgage Crisis']"
No Confetti as Apollo and K.K.R Move to List,2010-04-01,article,News,,"['Private Equity', 'Securities and Commodities Violations']"
Zimbabwe: New Charge in Terror Trial,2010-04-01,article,Brief,,[]
Court Requires Warning About Deportation Risk,2010-04-01,article,News,,"['Deportation', 'Crime and Criminals', 'Sixth Amendment (US Constitution)', 'Immigration and Emigration', 'Decisions and Verdicts']"
France: More Publishers Sue Google,2010-04-01,article,Brief,,"['Copyrights and Copyright Violations', 'Computers and the Internet', 'Suits and Litigation']"
"For Start-Ups, Late Bursts of Private Cash",2010-04-01,article,News,,['Venture Capital']
Belgium: Burqa Bill in Parliament,2010-04-01,article,Brief,,['Muslim Veiling']
Applications to Elite Universities Rise,2010-04-01,article,News,,"['ADMISSIONS STANDARDS', 'Colleges and Universities']"
"Texas: Changing Her Mind, Senator Says She’ll Stay",2010-04-01,article,Brief,,['United States Politics and Government']
California: Good-Bye to Ghost Fleet,2010-04-01,article,Brief,,"['Ships and Shipping', 'Environment']"
Top Bloomberg Aide Will Lead His Charity Board,2010-04-01,article,News,,"['Appointments and Executive Changes', 'Philanthropy', 'Politics and Government']"
"After 3 Days, Police Give Description of Subway Killer",2010-04-01,article,News,,"['Murders and Attempted Murders', 'Subways']"
Schedule Favors Rangers in Push for the Playoffs,2010-04-01,article,News,,"['Hockey, Ice']"
A .483 Batting Average? Not Quite Good Enough,2010-04-01,article,News,,['Baseball']
"At Law Firms, Reconsidering the Model for Associates’ Pay",2010-04-01,article,News,,"['Legal Profession', 'Wages and Salaries', 'Economic Conditions and Trends']"
Twins’ Span Hits His Mother With a Foul Ball,2010-04-01,article,News,,['Baseball']
New York and Airline to Team Up on Tourism,2010-04-01,article,News,,"['Travel and Vacations', 'ADVERTISING AND MARKETING']"
Parking Rules,2010-04-01,article,News,,['Parking']
Christie Survives His Dive Into Uncharted Political Waters. For Now.,2010-04-01,article,News,,"['Education and Schools', 'Politics and Government', 'Budgets and Budgeting']"
N.Y. Repeat Felon Law Is Found Unconstitutional,2010-04-01,article,News,,"['Crime and Criminals', 'Decisions and Verdicts', 'Appeals Courts (US)']"
Court Ruling May Imperil Florida Deal,2010-04-01,article,News,,"['Decisions and Verdicts', 'Environment']"
The Iraq Drawdown and Afghan Buildup,2010-04-01,multimedia,Video,,[]
No Shortcuts When Military Moves a War,2010-04-01,article,News,,"['Military Bases and Installations', 'Iraq War (2003- )', 'Afghanistan War (2001- )', 'United States Defense and Military Forces']"
Everyman on Everest,2010-04-01,article,,,[]
Iraq: The Wrong Type of Sand,2010-04-01,article,,,[]
Looking at the iPad From Two Angles,2010-04-01,article,News,,"['iPhone', 'iPad', 'Tablet Computers', 'Computers and the Internet']"
Bloggingheads: Avant-Garde Politics,2010-04-01,multimedia,Video,,[]
Go Mad,2010-04-01,article,News,,[]
Urban Disaster,2010-04-01,article,News,,[]
Wonder Show,2010-04-01,article,News,,[]
"Mississippi A.C.L.U. Rejects $20,000 for Alternate Prom",2010-04-01,article,News,,"['Education and Schools', 'Civil Rights and Liberties', 'Parties (Social)']"
Successes (and Some Growing Pains) at Hulu,2010-04-01,article,News,,"['Online Advertising', 'Television', 'Computers and the Internet', 'Prices (Fares, Fees and Rates)']"
Skepticism on Pledges for Haiti,2010-04-01,article,News,,"['Foreign Aid', 'Earthquakes', 'Humanitarian Aid']"
"Drill, but Not Everywhere",2010-04-01,article,Editorial,,"['Offshore Exploration and Installations', 'Oil (Petroleum) and Gasoline', 'Environment']"
A Web of Insider Trading Charges,2010-04-01,multimedia,Interactive Feature,,['Insider Trading']
Court Authorizes Inquiry of Kenyans,2010-04-01,article,News,,"['War Crimes, Genocide and Crimes Against Humanity', 'Politics and Government']"
"Rushed From Haiti, Then Jailed for Lacking Visas",2010-04-01,article,News,,"['Immigration Detention', 'Earthquakes', 'Immigration and Emigration', 'Visas']"
The Collector,2010-04-01,multimedia,Slideshow,,"['Collectors and Collections', 'Education and Schools']"
Charles Ryskamp,2010-04-01,article,Editorial,,"['Libraries and Librarians', 'Museums']"
Scions of Detroit Families Share Hockey Passion,2010-04-01,article,News,,"['Ford Field (Detroit)', 'Hockey, Ice']"
What France Can Do,2010-04-01,article,Editorial,,"['Afghanistan War (2001- )', 'Defense and Military Forces']"
Hedge Funds’ Mediocre Middlemen,2010-04-01,article,News,,"['Mutual Funds', 'Hedge Funds']"
Events in the Case of an Accused Priest,2010-04-01,article,News,,"['Child Abuse and Neglect', 'Sex Crimes']"
"China, Concubines and Google",2010-04-01,article,Op-Ed,,"['Censorship', 'United States International Relations']"
Interpreting the Test Scores,2010-04-01,article,Letter,,"['Education and Schools', 'Standards and Standardization', 'No Child Left Behind Act']"
The Real Census,2010-04-01,article,Editorial,,['Census']
"Mitt Romney, Liberal Icon",2010-04-01,article,Op-Ed,,"['Reform and Reorganization', 'Health Insurance and Managed Care', 'Law and Legislation', 'Tax Deductions']"
Rate of Caesarean Sections,2010-04-01,article,Letter,,"['Caesarean Section', 'Pregnancy and Obstetrics', 'Medicine and Health', 'Weight', 'Reform and Reorganization']"
Finding Happiness: Love Triumphs Over Work,2010-04-01,article,Letter,,"['ADULTERY', 'Marriages', 'Homosexuality']"
Are You Buying Illegal Drugs?,2010-04-01,article,Op-Ed,,"['Drugs (Pharmaceuticals)', 'Robberies and Thefts', 'Counterfeit Merchandise']"
The Pope and the Abuse Scandal,2010-04-01,article,Letter,,"['Child Abuse and Neglect', 'Christians and Christianity', 'Sex Crimes', 'Priests']"
When Israel and France Broke Up,2010-04-01,article,Op-Ed,,"['International Relations', 'United States International Relations']"
Risk Is Clear in Drilling; Payoff Isn’t,2010-04-01,article,News Analysis,,"['Offshore Exploration and Installations', 'United States Politics and Government', 'Oil (Petroleum) and Gasoline', 'Environment']"
Inquiry Into Ex-G.O.P. Leader,2010-04-01,article,News,,"['United States Politics and Government', 'Suspensions, Dismissals and Resignations']"
"Views on Reform, Then and Now",2010-04-01,article,News,,"['United States Politics and Government', 'Regulation and Deregulation of Industry']"
Militia Draws Distinctions Between Groups,2010-04-01,article,News,,"['Christians and Christianity', 'Fringe Groups and Movements']"
"U.S. Agent Infiltrated Militia, Lawyer Says",2010-04-01,article,News,,"['Fringe Groups and Movements', 'Bombs and Explosives']"
Coaches Finding No Tolerance for Losing,2010-04-01,article,News,,"['College Athletics', 'Basketball', 'Coaches and Managers']"
Where All Are Counted,2010-04-01,multimedia,Slideshow,,"['Census', 'Population']"
Trying to Break Down Resistance to the Census,2010-04-01,article,News,,"['Immigration and Emigration', 'Census', 'Volunteers']"
Mets’ Murphy Will Miss Opener With a Knee Injury,2010-04-01,article,News,,"['Sports Injuries', 'Baseball']"
Donovan (and Willard) Take Over at Seton Hall,2010-04-01,article,News,,"['Basketball', 'College Athletics', 'Coaches and Managers']"
Lavin Prepares for His Close-Up at St. John’s,2010-04-01,article,News,,"['Basketball', 'Coaches and Managers', 'College Athletics']"
"Welsh, a Coach Who Has Won, Gets a Chance to Contend at Hofstra",2010-04-01,article,News,,"['Coaches and Managers', 'College Athletics', 'Basketball']"
Like the Clues,2010-04-01,article,,,[]
Finding That Elusive One Person in Every 116 Acres in Mississippi,2010-04-01,article,News,,"['Census', 'Population']"
Inventive New Private School Hits Old Hurdles,2010-04-01,article,News,,"['Private and Sectarian Schools', 'Tuition', 'ADMISSIONS STANDARDS', 'Education and Schools']"
Pay of Hedge Fund Managers Roared Back Last Year,2010-04-01,article,News,,"['Hedge Funds', 'Executive Compensation']"
Parking Lot Is a Battleground for a Bronx Hospital and a Doctors Union,2010-04-01,article,News,,['American Recovery and Reinvestment Act (2009)']
Lottery Numbers,2010-04-01,article,List,,['Lotteries']
"Blood on Defendant’s Knife Was Victim’s, Scientist Says",2010-04-01,article,News,,"['Forensic Science', 'Hate Crimes', 'Murders and Attempted Murders']"
Empire Built by Developer Shows Signs of Distress,2010-04-01,article,News,,"['Office Buildings and Commercial Properties', 'Housing and Real Estate']"
"Few to Count, but All Eager to Get It Done",2010-04-01,article,News,,"['Census', 'Population', 'Rural Areas']"
Nets Unable to Slow Nash or the Suns,2010-04-01,article,News,,['Basketball']
Pfizer Chief Says Growth Is Imminent,2010-04-01,article,News,,"['Mergers, Acquisitions and Divestitures', 'Lipitor (Drug)', 'Drugs (Pharmaceuticals)', 'Medicine and Health']"
"David Mills, Television Writer and Producer, Dies at 48",2010-04-01,article,Obituary (Obit),,"['Writing and Writers', 'Race', 'Television', 'Deaths (Obituaries)']"
Corrections,2010-04-01,article,Correction,,[]
Tournament Tipoff: Unlikely Final Four,2010-04-01,multimedia,Video,,"['Basketball', 'NCAA Basketball Tournament (Men)']"
Deadlock Is Ending on Labor Board,2010-04-01,article,News,,"['Appointments and Executive Changes', 'United States Politics and Government', 'Organized Labor', 'Labor and Jobs']"
"Mortimer D. Sackler, Arts Patron, Dies at 93",2010-04-01,article,Obituary (Obit),,"['OxyContin (Drug)', 'Deaths (Obituaries)']"
Corrections,2010-04-01,article,Correction,,[]
"Jaime Escalante, Inspiration for a Movie, Dies at 79",2010-04-01,article,Obituary (Obit),,"['Teachers and School Employees', 'Education and Schools', 'Mathematics', 'Immigration and Emigration', 'Deaths (Obituaries)']"
Corrections,2010-04-01,article,Correction,,[]
German Cabinet Agrees on Bank Tax for Bailouts,2010-04-01,article,News,,"['Banks and Banking', 'Taxation', 'Politics and Government']"
Corrections,2010-04-01,article,Correction,,[]
Corrections,2010-04-01,article,Correction,,[]
Fed Ends Its Purchasing of Mortgage Securities,2010-04-01,article,News,,"['Banks and Banking', 'Interest Rates', 'Housing and Real Estate', 'United States Economy', 'Mortgages']"
Corrections,2010-04-01,article,Correction,,[]
Corrections,2010-04-01,article,Correction,,[]
Optimism and Doubt Feed a Duel Over Greece,2010-04-01,article,News,,"['Banks and Banking', 'Government Bonds', 'Ratings and Rating Systems']"
Haiti’s Founding Document Found in London ,2010-04-01,article,News,,"['Archives and Records', 'History', 'Earthquakes']"
Albany Misses Its Deadline on the Budget,2010-04-01,article,News,,"['Budgets and Budgeting', 'Politics and Government', 'State Legislatures']"
One Last Sitting for Holocaust Survivors,2010-04-01,article,,,[]
"Update: If You See a Quote from Professor Lirpaloof, Beware",2010-04-01,article,,,[]
Carbon Permits Said to Be in Excess in Europe,2010-04-01,article,News,,"['Carbon Dioxide', 'Greenhouse Gas Emissions']"
Fed Ends Its Purchasing of Mortgage Securities,2010-04-01,article,,,[]
A Call for Hong Kong to Clean the Air,2010-04-01,article,News,,"['Air Pollution', 'Greenhouse Gas Emissions', 'Environment']"
SS&C Tech Sees Static Debut,2010-04-01,article,,,[]
Unemployment and Inflation Rise in Europe,2010-04-01,article,News,,"['Unemployment', 'Economic Conditions and Trends', 'Inflation (Economics)']"
"Critics Exploit Télécom Suicides, Ex-Executive Says",2010-04-01,article,News,,['Suicides and Suicide Attempts']
"Peter Gowland, Pinup Photographer and Author, Dies at 93",2010-04-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Photography', 'Movies']"
Behind the Fight to Regulate Derivatives,2010-04-01,article,,,"['Banks and Banking', 'Credit Default Swaps', 'Derivatives (Financial Instruments)', 'Futures and Options Trading', 'Law and Legislation', 'Lobbying and Lobbyists', 'Reform and Reorganization', 'Regulation and Deregulation of Industry', 'Subprime Mortgage Crisis', 'United States Politics and Government']"
Crumbling Knicks Lose in Portland,2010-04-01,article,News,,['Basketball']
How to Register a Start-Up,2010-04-01,article,,,[]
Britain Questions ‘Too Big to Fail’,2010-04-01,article,News,,"['Regulation and Deregulation of Industry', 'Banks and Banking', 'Credit Default Swaps']"
Immigrants and the Census in New York,2010-04-01,multimedia,Video,,['Immigration and Emigration']
Dr. Martens Kicks Off 50 Years of Boot Business With ‘Cover’ Campaign,2010-04-01,article,,,[]
Financial Laugh Lines,2010-04-01,article,,,[]
Funds for All,2010-04-01,article,,,[]
Hedge Funds’ Mediocre Middlemen,2010-04-01,article,,,[]
