headline,date,doc_type,material_type,section,keywords
Corrections,2001-03-01,article,News,,"['transit_systems', 'DEATHS', 'JEWS']"
New Blood Brings Boom Times to a Boston Theater,2001-03-01,article,News,,['Theater']
An End to the Horror Of the Dressing Room,2001-03-01,article,News,,"['Bathing Suits', 'APPAREL', 'RETAIL STORES AND TRADE', 'Computers and the Internet']"
Article 2001030191150407460 -- No Title,2001-03-01,article,News,,[]
"Paid Notice: Deaths  SANDERS, RENARD",2001-03-01,article,Paid Death Notice,,[]
Corrections,2001-03-01,article,Correction,,"['Biographical Information', 'Correction Stories', 'Deaths (Obituaries)']"
Painting Clouds on an Endless Canvas in the Clouds,2001-03-01,article,News,,"['AIRLINES AND AIRPLANES', 'Biographical Information']"
"Paid Notice: Deaths  MEYER, ORA",2001-03-01,article,Paid Death Notice,,[]
Rwanda and Uganda Begin Pulling Troops From Congo,2001-03-01,article,News,,"['International Relations', 'ARMAMENT, DEFENSE AND MILITARY FORCES', 'Civil War and Guerrilla Warfare']"
Bounce and Subtleties From Elegant Hipsters,2001-03-01,article,Review,,"['Reviews', 'Dancing']"
METRO BRIEFING,2001-03-01,article,News,,[]
Host of 'The Connection' Leaves NPR Show in Dispute,2001-03-01,article,News,,[]
Calculating the Odds From Every Angle,2001-03-01,article,News,,['Bridge (Card Game)']
"A Writer One Day, a Would-Be Killer the Next: Reliving the Warhol Shooting",2001-03-01,article,Review,,"['Reviews', 'Theater']"
"Escaping Mama's Apron Strings? Not for Long, Boyo",2001-03-01,article,Review,,"['Reviews', 'Books and Literature']"
Article 2001030191814963063 -- No Title,2001-03-01,article,News,,[]
"As Things Get Tough, Seton Hall Is Beaten",2001-03-01,article,News,,['Basketball']
A Ritual of Diabolical Angels And Slightly Angelic Devils,2001-03-01,article,Review,,"['Reviews', 'Dancing']"
"At 15, Sarah Hughes Thinks Her Time Is Now",2001-03-01,article,News,,"['Ice Skating', 'Biographical Information', 'Figure Skating']"
Eavesdropping on Planet Earth,2001-03-01,article,News,,"['Lightning', 'Radio', 'Earth', 'Space', 'Computers and the Internet']"
NEC AND CRAY RESOLVE DISPUTE,2001-03-01,article,News,,"['International Trade and World Market', 'Customs (Tariff)', 'Suits and Litigation', 'Supercomputers', 'Computers and the Internet']"
"Paid Notice: Deaths  HARRIS, SHERRY",2001-03-01,article,Paid Death Notice,,[]
Civilians at Sea,2001-03-01,article,Letter,,"['Accidents and Safety', 'Ships and Shipping', 'NAVIES', 'EHIME MARU (SHIP)', 'Submarines', 'GREENEVILLE (SUBMARINE)', 'UNITED STATES ARMAMENT AND DEFENSE']"
Adoptees and Citizens,2001-03-01,article,Letter,,"['Citizenship', 'Children and Youth', 'ADOPTIONS', 'Law and Legislation']"
