headline,date,doc_type,material_type,section,keywords
That Crazy Talk About Robert Mueller,2017-11-01,article,Editorial,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Special Prosecutors (Independent Counsel)', 'United States Politics and Government']"
Manafort’s Spending Fails to Impress in Wealthy Enclaves,2017-11-01,article,News,,"['Luxury Goods and Services', 'Shopping and Retail', 'ANTIQUES']"
White House Chief of Staff’s Civil War Remarks Elicit an Angry Response,2017-11-01,article,News,,['Civil War (US) (1861-65)']
"Mangled School Bus, Bodies Everywhere in Manhattan; ‘It Was Surreal’",2017-11-01,article,News,,"['Manhattan, NY, Attack (October, 2017)', 'Terrorism', 'Bicycles and Bicycling']"
"Andrew Weissmann, Mueller’s Legal Pit Bull",2017-11-01,article,News,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Special Prosecutors (Independent Counsel)', 'United States Politics and Government']"
Top NPR Editor Accused of Sexual Harassment While at The New York Times,2017-11-01,article,News,,"['Sexual Harassment', 'News and News Media']"
Russia Inquiry Fails to Unite a Nation,2017-11-01,article,News,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'News and News Media']"
Quotation of the Day: Legal Pit Bull Who Fought Mob Is Unleashed in Mueller Inquiry,2017-11-01,article,Quote,,[]
"Constitutional Convention: Thanks, but No Thanks",2017-11-01,article,Editorial,,"['Politics and Government', 'Constitutions', 'Referendums', 'State Legislatures']"
Lunchbox Snacks,2017-11-01,article,News,,"['Crossword Puzzles', 'Crackers', 'Snack Foods']"
Inside Russia’s Network of Bots and Trolls,2017-11-01,multimedia,Video,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Cyberwarfare and Defense', 'Rumors and Misinformation', 'Social Media', 'United States Politics and Government', 'News and News Media']"
"Corrections: November 1, 2017",2017-11-01,article,Correction,,[]
"Sayfullo Saipov, the Suspect in the New York Terror Attack, and His Past",2017-11-01,article,News,,"['Manhattan, NY, Attack (October, 2017)', 'Terrorism']"
"At Halloween Parade, a Thinner Crowd and a ‘Tense Environment’",2017-11-01,article,News,,"['Manhattan, NY, Attack (October, 2017)', 'Parades', 'Halloween', 'Murders, Attempted Murders and Homicides', 'Terrorism']"
What’s the Economic Cost of Brexit? Pineapples Tell a Tale,2017-11-01,article,News,,"['Great Britain Withdrawal from EU (Brexit)', 'International Trade and World Market', 'Foreign Investments', 'Pineapples', 'British Pound (Currency)', 'Economic Conditions and Trends']"
"Philip Murphy, in His Own Words",2017-11-01,multimedia,Interactive Feature,,['Politics and Government']
"With a Rally and a Romp, Dodgers Top Astros and Force Game 7",2017-11-01,article,News,,"['Baseball', 'World Series']"
What’s on TV Wednesday: ‘H Is for Hawk’ and ‘Total Divas’,2017-11-01,article,Schedule,,"['Movies', 'Television']"
"New York, Catalonia, Paul Manafort: Your Wednesday Briefing",2017-11-01,article,briefing,,[]
Word + Quiz: pith,2017-11-01,article,News,,[]
Extending Grace,2017-11-01,article,News,,[]
The Unseen Julia Child,2017-11-01,multimedia,Slideshow,,['Photography']
Teaching Activities for: ‘Opioids on the Quad’,2017-11-01,article,News,,[]
The Unseen Julia Child,2017-11-01,article,News,,"['Books and Literature', 'Cooking and Cookbooks', 'French Food (Cuisine)']"
Beatrice Fihn Thinks We Can Abolish Nuclear Arms,2017-11-01,article,News,,"['ARMS CONTROL AND LIMITATION AND DISARMAMENT', 'Nuclear Weapons', 'International Relations']"
Can I Turn In a Bad Fraternity at My Son’s College?,2017-11-01,article,News,,"['Football (College)', 'Dating and Relationships', 'Mental Health and Disorders', 'Hazing', 'Ethics (Personal)']"
Big Music in Small Rooms: Throat Singing,2017-11-01,multimedia,Video,,"['Music', 'Throat']"
Where the STEM Jobs Are (and Where They Aren’t),2017-11-01,article,News,,"['Computers and the Internet', 'Colleges and Universities', 'Careers and Professions']"
What Colleges Want in an Applicant (Everything),2017-11-01,article,News,,"['Colleges and Universities', 'ADMISSIONS STANDARDS', 'AFFIRMATIVE ACTION', 'Asian-Americans']"
Not the Bots We Were Looking For,2017-11-01,article,News,,"['Robots and Robotics', 'Computers and the Internet', 'Social Media', 'Artificial Intelligence']"
Are Political Memes Dangerous to Democracy?,2017-11-01,article,News,,[]
"‘I Hear She’s a Real Bitch’: A Swaggering, Feminist Restaurant Memoir",2017-11-01,article,Review,,"['Books and Literature', 'Restaurants']"
"Yes, Breitbart News Has a Fashion Critic",2017-11-01,article,News,,"['Fashion and Apparel', 'United States Politics and Government']"
A Post-Obama Democratic Party in Search of Itself,2017-11-01,article,News,,"['Presidential Election of 2016', 'Midterm Elections (2018)', 'United States Politics and Government']"
House Intelligence Committee Releases Incendiary Russian Social Media Ads,2017-11-01,article,News,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government', 'Online Advertising', 'Social Media']"
"‘Goodnight Moon,’ but Not Just Yet",2017-11-01,article,Review,,['Books and Literature']
James Madison’s Zigzag Path,2017-11-01,article,Review,,"['Books and Literature', 'United States Politics and Government']"
The Upside of Being Ruled by the Five Tech Giants,2017-11-01,article,News,,"['Computers and the Internet', 'Innovation']"
Frank Stella’s Favorite Cities for Art,2017-11-01,article,News,,"['Art', 'Travel and Vacations']"
5 Shows to See if You’re in New York in November,2017-11-01,article,News,,['Theater']
The Tear-Stained Confessions of Sam Smith,2017-11-01,article,News,,"['Pop and Rock Music', 'Homosexuality and Bisexuality']"
How I Rolled on the Crescent: New York to New Orleans by Rail,2017-11-01,article,News,,"['Travel and Vacations', 'Railroads']"
Living in ... Greenwich Village,2017-11-01,multimedia,Slideshow,,['Real Estate and Housing (Residential)']
"Greenwich Village: Once Offbeat, Now Upscale",2017-11-01,article,News,,['Real Estate and Housing (Residential)']
Colbert Slams Kelly’s Explanation of the Civil War,2017-11-01,article,News,,[]
10 Things to Know About Getting Into Your Dream College,2017-11-01,article,News,,"['Colleges and Universities', 'ADMISSIONS STANDARDS']"
Greta Gerwig’s Radical Confidence,2017-11-01,article,News,,"['Movies', 'Women and Girls']"
"An Alaska Senator Wants to Fight Climate Change and Drill for Oil, Too",2017-11-01,article,News,,"['Global Warming', 'Greenhouse Gas Emissions', 'Carbon Dioxide', 'United Nations Framework Convention on Climate Change', 'Offshore Drilling and Exploration', 'Oil (Petroleum) and Gasoline', 'Energy and Power', 'Environment']"
Who Won the Reformation?,2017-11-01,article,Op-Ed,,"['Christians and Christianity', 'Calvinism']"
America Is Not a ‘Center-Right Nation’,2017-11-01,article,Op-Ed,,"['United States Politics and Government', 'Liberalism (US Politics)', 'Conservatism (US Politics)']"
Just Say No to Opioids? Ads Could Actually Make Things Worse,2017-11-01,article,News,,"['Drug Abuse and Traffic', 'ADVERTISING AND MARKETING', 'Pain-Relieving Drugs', 'Medicine and Health', 'Smoking and Tobacco', 'Youth']"
"New York City, Russia, Los Angeles Dodgers: Your Wednesday Briefing",2017-11-01,article,briefing,,[]
"Australia to Ban Climbing on Uluru, a Site Sacred to Indigenous People",2017-11-01,article,News,,"['Hikes and Hiking', 'Indigenous People']"
Tapping Into Dementia Patients’ Memories Through Vaudeville,2017-11-01,article,News,,"[""Alzheimer's Disease"", 'Music', 'Dementia', 'Elderly', 'Clowns', 'Hospitals', 'Magic and Magicians']"
"Running a Marathon? Think Hot Tub, Not Ice Bath, Afterward",2017-11-01,article,News,,"['Exercise', 'Muscles', 'Carbohydrates', 'New York City Marathon', 'Marathon Running', 'Pain']"
"Listen to ‘The Daily’: Mueller’s Strategy, and an Attack in New York",2017-11-01,article,briefing,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Special Prosecutors (Independent Counsel)', 'Social Media', 'Manhattan, NY, Truck Attack (October, 2017)']"
New York Today: A Terror Attack in Manhattan,2017-11-01,article,briefing,,[]
Remembering 8 Lives Lost in the Manhattan Truck Attack,2017-11-01,article,News,,"['September 11 (2001)', 'Murders, Attempted Murders and Homicides', 'Terrorism']"
Tech Executives Head Back to Capitol Hill: DealBook Briefing,2017-11-01,article,News,,[]
"Sony’s Fortunes Improve, From Rising Profit to a Return for Aibo",2017-11-01,article,News,,"['Electronics', 'Computer and Video Games', 'Robots and Robotics', 'Smartphones', 'Stocks and Bonds', 'PlayStation (Video Game System)']"
A.C.L.U. Sues Trump Administration Over Detention of 10-Year-Old Immigrant,2017-11-01,article,News,,"['Illegal Immigration', 'Immigration Detention', 'United States Politics and Government', 'Civil Rights and Liberties', 'Suits and Litigation (Civil)']"
Trump Declares Suspect ‘Should Get Death Penalty’,2017-11-01,article,News,,"['Manhattan, NY, Attack (October, 2017)', 'Terrorism', 'Immigration and Emigration', 'Visas', 'United States Politics and Government']"
Trump’s Official Portrait Resembles a Smiley Emoji,2017-11-01,article,News,,"['United States Politics and Government', 'Photography']"
New York Times Co. Reports Solid Digital Growth as Print Slides,2017-11-01,article,News,,"['Company Reports', 'Newspapers', 'News and News Media']"
"Navy Collisions That Killed 17 Sailors Were ‘Avoidable,’ Official Inquiry Says",2017-11-01,article,News,,"['Maritime Accidents and Safety', 'USS Fitzgerald (DDG-62) (Ship)', 'USS John S McCain (Ship)', 'United States Defense and Military Forces']"
California Today: A Story of Loss and Community in a Little Almond Tree,2017-11-01,article,briefing,,[]
Hidden Treasures of Nazis’ Art Dealer Finally Go on Display,2017-11-01,article,News,,"['Arts and Antiquities Looting', 'Holocaust and the Nazi Era', 'Art']"
The Illustrated Interview: William Wegman,2017-11-01,article,News,,[]
"From Hurricanes to Protest Movements, Food Is a Way In",2017-11-01,article,News,,"['Cooking and Cookbooks', 'Food', 'Hurricanes and Tropical Storms', 'Chefs', 'Food Trucks and Vendors', 'Restaurants']"
Where to Relax (and What to Eat) in Formentera,2017-11-01,article,News,,['Travel and Vacations']
"What You Get for $450,000",2017-11-01,multimedia,Slideshow,,['Real Estate and Housing (Residential)']
"$450,000 Homes in Massachusetts, Oklahoma and Wisconsin",2017-11-01,article,News,,['Real Estate and Housing (Residential)']
Suspect in Japan Serial-Killer Case Sought Out Suicidal People,2017-11-01,article,News,,"['Serial Murders', 'Suicides and Suicide Attempts']"
Another Game 7 Provides a Perfect Ending for the Astros,2017-11-01,article,News,,"['Baseball', 'World Series']"
The Dossier Freakout,2017-11-01,article,Op-Ed,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Presidential Election of 2016', 'United States Politics and Government']"
Paul Ryan Is Choking On His Own Mystery Meat,2017-11-01,article,News,,['Federal Taxes (US)']
Spoiler Alert: ‘Great British Bake Off’ Winner Is Named (on Twitter),2017-11-01,article,News,,['Television']
A Two-Bedroom Apartment in Central Ottawa,2017-11-01,multimedia,Slideshow,,['Real Estate and Housing (Residential)']
House Hunting in ... Ottawa,2017-11-01,article,News,,['Real Estate and Housing (Residential)']
A Stylus That Works for Tablet and Wallet,2017-11-01,article,Question,,['Tablet Computers']
‘The Exterminating Angel’ Brings Together Opera and the Movies,2017-11-01,article,News,,"['Opera', 'Movies']"
How to Be a Smart Obamacare Shopper,2017-11-01,multimedia,Interactive Feature,,"['Patient Protection and Affordable Care Act (2010)', 'Medicine and Health', 'Health Insurance and Managed Care']"
Broadway’s Comic Chameleon Writes a Heartfelt New Tune,2017-11-01,article,News,,"['Music', 'Theater']"
Read the Navy Reports on the Fitzgerald and McCain Destroyer Collisions,2017-11-01,multimedia,Interactive Feature,,[]
"China Blinks on South Korea, Making Nice After a Year of Hostilities",2017-11-01,article,News,,"['International Relations', 'Missiles and Missile Defense Systems', 'Defense and Military Forces', 'United States International Relations']"
Trump Loves ‘Fox & Friends.’ Here’s Why.,2017-11-01,multimedia,Interactive Feature,,[]
"For This Playwright, Africa With Laughter, Not Tears",2017-11-01,article,News,,['Theater']
What’s Your Thanksgiving Story?,2017-11-01,multimedia,Interactive Feature,,"['Thanksgiving Day', 'Recipes']"
Police Officer Ryan Nash Ended New York Rampage With 9 Bullets,2017-11-01,article,News,,"['Manhattan, NY, Attack (October, 2017)', 'Police']"
‘Moulin Rouge! The Musical’ to Open in Boston With Broadway Hopes,2017-11-01,article,News,,['Theater']
"Sticking to the J Train, but Learning to Reroute Dark Thoughts",2017-11-01,article,News,,['Philanthropy']
The Best Midweek Chicken Parm,2017-11-01,article,News,,"['Cooking and Cookbooks', 'Recipes']"
A Dodger Steps Back as Fans Deliver Their Own World Series Justice,2017-11-01,article,News,,"['Baseball', 'World Series']"
Bette Midler Hosts Her ‘Hulaween’ Benefit in a (Gasp!) Cathedral,2017-11-01,article,News,,"['Fashion and Apparel', 'Parties (Social)', 'Halloween', 'Philanthropy']"
Robert Mueller Will Never Get to the Bottom of Russia’s Meddling,2017-11-01,article,Op-Ed,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Cyberwarfare and Defense', 'United States International Relations', 'International Relations']"
The Roots’ Black Thought on Philadelphia Style. And His Beard.,2017-11-01,article,News,,['Rap and Hip-Hop']
Math Problem Bedevils Republican Tax Rewrite,2017-11-01,article,News,,"['Tax Credits, Deductions and Exemptions', 'Corporate Taxes', 'Income Tax', 'Federal Taxes (US)', 'United States Politics and Government']"
Prosecutors Describe Driver’s Plan to Kill in Manhattan Terror Attack,2017-11-01,article,News,,"['Manhattan, NY, Attack (October, 2017)', 'Terrorism']"
"Unspeakable Pursues Uneatable, Fashion Follows",2017-11-01,article,News,,"['Horses', 'Fashion and Apparel', 'Horsemanship and Equestrian Events', 'Foxes']"
"When This Sea Slug Eats, It Prefers the Turducken of the Sea",2017-11-01,article,News,,"['Fish and Other Marine Life', 'Hunting and Trapping']"
