headline,date,doc_type,material_type,section,keywords
Sojo's Back Leaves Yanks Uneasy About Utility Spot,1999-04-01,article,News,,['Baseball']
"Max Mandell, Founder of Nursery School, Is Dead at 90",1999-04-01,article,Obituary; Biography,,"['Biographical Information', 'Deaths (Obituaries)']"
World Briefing,1999-04-01,article,News,,[]
More Growth for Visa,1999-04-01,article,News,,"['CONSUMER CREDIT', 'Credit and Money Cards']"
Backstroker's Enforced Rest Turns Out to Be a Blessing,1999-04-01,article,News,,['Swimming']
Has Adultery Lost Its Comic Appeal?; Future Philanderers,1999-04-01,article,Letter,,"['MOTION PICTURES', 'ADULTERY', 'Ethics']"
These Bombs Don't Help,1999-04-01,article,Op-Ed,,"['UNITED STATES ARMAMENT AND DEFENSE', 'United States International Relations', 'Civil War and Guerrilla Warfare', 'Politics and Government', 'SERBIA-INTERNATIONAL RELATIONS-US']"
Founder of Zambia Is Declared Stateless In High Court Ruling,1999-04-01,article,News,,"['Citizenship', 'Politics and Government', 'Constitutions']"
Metro Business; New Offices for Insurer,1999-04-01,article,News,,['OFFICE BUILDINGS']
3 G.I.'s Missing in Macedonia After They Reported Attack,1999-04-01,article,News,,"['RECORDINGS (VIDEO)', 'United States International Relations', 'BOUNDARIES AND TERRITORIAL ISSUES', 'Politics and Government', 'SERBIA-INTERNATIONAL RELATIONS-US', 'UNITED STATES ARMAMENT AND DEFENSE']"
Court Upholds I.R.S. Penalty For Church Ad In '92 Election,1999-04-01,article,News,,"['Taxation', 'Political Advertising', 'Christians and Christianity', 'Church-State Relations', 'Presidential Election of 1992', 'Decisions and Verdicts']"
"Evolution, With a Beat You Can Dance To",1999-04-01,article,News,,"['Computer and Video Games', 'Biology and Biochemistry', 'Evolution']"
Viag Says Profit Growth Is Unlikely This Year,1999-04-01,article,News,,['Finances']
From Foe to NATO Chief -- Javier Solana Madariaga,1999-04-01,article,Biography,,"['Politics and Government', 'Biographical Information', 'UNITED STATES ARMAMENT AND DEFENSE']"
DaimlerChrysler Co-Chairmen Deny Defections Are Problem,1999-04-01,article,News,,"['Suspensions, Dismissals and Resignations', 'Appointments and Executive Changes', 'Mergers, Acquisitions and Divestitures']"
Serbs Shelling Wide Swath of Kosovo,1999-04-01,article,News,,"['IMMIGRATION AND REFUGEES', 'Politics and Government']"
Joining the On-Line World,1999-04-01,article,Letter,,"['REPETITIVE MOTION DISORDERS', 'Computers and the Internet']"
"Counting Blue Moons? Think Again, Because Definition Is Wrong",1999-04-01,article,News,,"['Space', 'Moon']"
