headline,date,doc_type,material_type,section,keywords
Frank Martin’s Formula for Success: ‘You Figure It Out’,2017-04-01,article,News,,"['Basketball (College)', 'Coaches and Managers']"
Who’s Worth What at the White House: The Financial Disclosures,2017-04-01,article,News,,[]
"Quotation of the Day: In Lawsuit After Lawsuit, It’s Everyday People v. Trump",2017-04-01,article,Quote,,[]
White House Ends Bar Association’s Role in Vetting Judges,2017-04-01,article,News,,"['United States Politics and Government', 'Federal Courts (US)', 'Appointments and Executive Changes']"
An Expansive View of a Forgotten People,2017-04-01,article,News,,['Photography']
"And Now, the Dreaded Trump Curse",2017-04-01,article,Op-Ed,,"['United States Politics and Government', 'Mines and Mining']"
"After Murder, a Second Chance",2017-04-01,article,Editorial,,"['Prisons and Prisoners', 'Amnesties, Commutations and Pardons', 'Murders, Attempted Murders and Homicides']"
"Francine Hughes Wilson, 69, Domestic Violence Victim Who Took Action, Dies",2017-04-01,article,Obituary (Obit),,"['Domestic Violence', 'Deaths (Obituaries)']"
Oregon’s 3-Point Past Catches Up to the Present,2017-04-01,article,News,,"['NCAA Basketball Championships (Men)', 'Basketball (College)']"
Man Who Killed Bus Driver With a Stolen Truck Is Found Guilty,2017-04-01,article,News,,"['Murders, Attempted Murders and Homicides', 'Traffic Accidents and Safety']"
President Trump’s Leaky Ship of State,2017-04-01,article,Editorial,,"['United States Politics and Government', 'Appointments and Executive Changes']"
U.S. Beats Canada in Clash That Almost Didn’t Happen,2017-04-01,article,News,,"['Hockey, Ice']"
Albany Works Overtime as Budget Deal Proves Elusive,2017-04-01,article,News,,"['Budgets and Budgeting', 'State Legislatures']"
Venezuela’s Descent Into Dictatorship,2017-04-01,article,Editorial,,['Politics and Government']
"Mexico Welcomes Possible U.S. Shift on Nafta, but Mistrust of Trump Persists",2017-04-01,article,News,,"['North American Free Trade Agreement', 'International Trade and World Market', 'United States Politics and Government']"
North Carolina’s Dominance Fails to Cover Cheating’s Stain,2017-04-01,article,News,,"['Basketball (College)', 'Cheating', 'NCAA Basketball Championships (Men)']"
President’s Growing Trade Gap: A Gulf Between Talk and Action,2017-04-01,article,News,,"['United States Politics and Government', 'United States International Relations', 'International Trade and World Market', 'North American Free Trade Agreement', 'Trans-Pacific Partnership']"
"For Russian Exemplar of Grace, Olympic Hopes Require It",2017-04-01,article,News,,"['Figure Skating', 'World Figure Skating Championships', 'Olympic Games', 'Doping (Sports)']"
White House Accepts ‘Political Reality’ of Assad’s Grip on Power in Syria,2017-04-01,article,News,,"['United States International Relations', 'United States Politics and Government']"
Go Gonzaga! But Who Is Gonzaga?,2017-04-01,article,News,,"['NCAA Basketball Championships (Men)', 'Basketball (College)']"
The Cartoons of Jack Ziegler,2017-04-01,multimedia,Slideshow,,['Cartoons and Cartoonists']
"Jack Ziegler, Cartoonist at The New Yorker, Dies at 74",2017-04-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Cartoons and Cartoonists', 'Magazines']"
"Alex Tizon, Journalist Who Wrote of Alienation as Asian-American, Dies at 57",2017-04-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'News and News Media', 'Filipino-Americans', 'Books and Literature']"
Taking Things for Granted,2017-04-01,article,News,,['Crossword Puzzles']
Review: A Mesmerizing ‘Hairy Ape’ Brings Existentialism to Park Avenue,2017-04-01,article,Review,,['Theater']
"Foreigners Have Long Mined Indonesia, but Now There’s an Outcry",2017-04-01,article,News,,"['Mines and Mining', 'Gold', 'Copper, Brass and Bronze', 'Commodities', 'Politics and Government', 'Foreign Investments', 'Demonstrations, Protests and Riots']"
"Corrections: April 1, 2017",2017-04-01,article,Correction,,[]
Confused by the Trump Surveillance Drama? Here’s a Timeline,2017-04-01,article,News,,"['United States Politics and Government', 'Classified Information and State Secrets', 'Wiretapping and Other Eavesdropping Devices and Methods']"
"Pamela Edstrom, Who Helped Shape Microsoft’s Public Image, Dies at 71",2017-04-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Public Relations and Publicity']"
A.C.C. Is Open to Holding Title Games in North Carolina,2017-04-01,article,News,,"['Law and Legislation', 'Transgender and Transsexuals', 'Discrimination', 'College Athletics']"
Roger Federer and Rafael Nadal Will Meet for Miami Open Title,2017-04-01,article,News,,['Tennis']
Protests Erupt in Paraguay Over Efforts to Extend President’s Term,2017-04-01,article,News,,"['Term Limits (Political Office)', 'Constitutional Amendments', 'Demonstrations, Protests and Riots']"
3 Arrested in Fire That Caused Atlanta Highway Collapse,2017-04-01,article,News,,"['ARSON', 'Roads and Traffic']"
Penguins Defeat Rangers in Overtime Contest Worthy of the Postseason,2017-04-01,article,News,,"['Hockey, Ice']"
"Gilbert Baker, Gay Activist Who Created the Rainbow Flag, Dies at 65",2017-04-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Flags, Emblems and Insignia', 'Homosexuality and Bisexuality']"
Bannon Made Millions in Shaping Right-Wing Thought,2017-04-01,article,News,,"['United States Politics and Government', 'High Net Worth Individuals']"
Five Must-See Shows if You’re in New York This Month,2017-04-01,article,News,,['Theater']
Style on Taipei’s Streets: A Brando Look and a Lot of Berets,2017-04-01,article,News,,['Photography']
Connecticut’s 111-Game Winning Streak Ends With Loss to Mississippi State,2017-04-01,article,News,,"['Basketball (College)', 'NCAA Basketball Championships (Women)']"
What’s on TV Saturday: ‘Absolutely Fabulous: The Movie’ and ‘Red Dwarf’,2017-04-01,article,Schedule,,"['Television', 'Movies', 'Web-Original Programming']"
At Home in Vancouver,2017-04-01,article,News,,['Travel and Vacations']
‘And They Wonder Why We Still Need Feminism’,2017-04-01,article,News,,[]
My Vancouver: An Ever-Unfolding Story,2017-04-01,article,News,,['Travel and Vacations']
"A Real Estate Boom, Powered by Pot",2017-04-01,article,News,,"['Marijuana', 'Medical Marijuana', 'Shopping Centers and Malls', 'Real Estate (Commercial)', 'Law and Legislation']"
Can Marijuana Real Estate Maintain Its High?,2017-04-01,multimedia,Video,,"['Medical Marijuana', 'Marijuana']"
"Peretti Siblings Share a Sense of Humor, Not Just Genes",2017-04-01,article,News,,"['Movies', 'Comedy and Humor', 'ACTORS AND ACTRESSES', 'Television']"
Love Lessons From the (Very) First Couple,2017-04-01,article,News,,"['Love (Emotion)', 'Families and Family Life', 'Bible']"
"My Son, My Daughter: A Mother’s Evolution",2017-04-01,article,News,,"['Children and Childhood', 'Transgender and Transsexuals']"
Henry Purcell’s ‘O Sing Unto the Lord’,2017-04-01,audio,,,[]
John Browne’s ‘O Maria salvatoris’,2017-04-01,audio,,,[]
International Court Says Violence in Congo May Amount to War Crimes,2017-04-01,article,News,,"['War Crimes, Genocide and Crimes Against Humanity', 'Civilian Casualties']"
Benjamin Britten’s ‘A Hymn to the Virgin’,2017-04-01,audio,,,[]
Herbert Howells’s ‘A Hymn for St Cecilia’,2017-04-01,audio,,,[]
William Byrd’s ‘Infelix ego’,2017-04-01,audio,,,[]
Farhad’s and Mike’s Week in Tech: When Twitter Confuses and Facebook Copies,2017-04-01,article,News,,['Social Media']
Nico Muhly on Why Choral Music Is Slow Food for the Soul,2017-04-01,article,News,,"['Classical Music', 'Books and Literature']"
"Bill O’Reilly Thrives at Fox News, Even as Harassment Settlements Add Up",2017-04-01,article,News,,"['Sexual Harassment', 'News and News Media']"
A Pentagon Test for Boeing’s Mr. Fix-It,2017-04-01,article,News,,"['United States Politics and Government', 'Appointments and Executive Changes', 'Federal Budget (US)', 'United States Defense and Military Forces', 'Military Aircraft', 'Defense Contracts']"
Dealing with a Mouse Infestation,2017-04-01,article,News,,"['Mice', 'Real Estate and Housing (Residential)']"
A Voice From Paris on Climate Change,2017-04-01,article,Question,,['Global Warming']
How Women Over 50 Can Keep Their Careers on Track,2017-04-01,article,News,,"['Women and Girls', 'Hiring and Promotion', 'Careers and Professions']"
Policyholders in Limbo After Rare Failure of Insurer,2017-04-01,article,News,,"['Health Insurance and Managed Care', 'Long-Term Care Insurance', 'Life Insurance']"
Women’s Crucial Role in Combating Climate Change,2017-04-01,article,News,,"['Women and Girls', 'Global Warming']"
"Moscow and Mongolia, Bridged by Skype",2017-04-01,article,News,,"['Weddings and Engagements', 'Diplomatic Service, Embassies and Consulates']"
Stephanie Davidson and Dov Waxman:Long Walks Lead to 14 Questions,2017-04-01,article,News,,['Weddings and Engagements']
"After Brexit, Scotland Lays a Path to Another Independence Vote",2017-04-01,article,News,,['Great Britain Withdrawal from EU (Brexit)']
Spain’s Desire for Gibraltar Complicates ‘Brexit’ Talks With E.U.,2017-04-01,article,News,,"['Great Britain Withdrawal from EU (Brexit)', 'Politics and Government']"
Conservative Split Over Import Tax Imperils Trump’s Overhaul,2017-04-01,article,News,,"['Taxation', 'United States Politics and Government', 'International Trade and World Market']"
Haiti’s Violent Politics Are Taken to Court. In Boston.,2017-04-01,article,News,,"['Suits and Litigation (Civil)', 'Human Rights and Human Rights Violations', 'Politics and Government']"
Variety Puzzle: Acrostic,2017-04-01,article,News,,"['Crossword Puzzles', 'Acrostic Puzzles']"
Philippines Leader Vows to Pardon Police Accused in Mayor’s Death,2017-04-01,article,News,,"['Police Brutality, Misconduct and Shootings', 'Murders, Attempted Murders and Homicides', 'Politics and Government', 'Amnesties, Commutations and Pardons', 'Drug Abuse and Traffic']"
Tribes That Live Off Coal Hold Tight to Trump’s Promises,2017-04-01,article,News,,"['Coal', 'Mines and Mining', 'Native Americans', 'United States Politics and Government']"
How Does Populism Turn Authoritarian? Venezuela Is a Case in Point,2017-04-01,article,News,,"['Politics and Government', 'Human Rights and Human Rights Violations', 'Elections', 'Corruption (Institutional)', 'Labor and Jobs', 'Appointments and Executive Changes', 'Legislatures and Parliaments', 'Democracy (Theory and Philosophy)', 'Freedom of the Press']"
"Trump Couple, Now White House Employees, Can’t Escape Conflict Laws",2017-04-01,article,News,,"['Conflicts of Interest', 'United States Politics and Government']"
Meet the Obama Holdovers Who Survived Trump’s Sweep,2017-04-01,article,News,,"['United States Politics and Government', 'Appointments and Executive Changes', 'United States International Relations']"
Venezuelan Court Revises Ruling That Nullified Legislature,2017-04-01,article,News,,"['Politics and Government', 'Decisions and Verdicts']"
"They Can Hit 400-Foot Homers, but Playing Catch? That’s Tricky",2017-04-01,article,News,,"['Baseball', 'Baseball (College)']"
Dazzling Free Skate Lifts Yuzuru Hanyu to World Title,2017-04-01,article,News,,"['Figure Skating', 'World Figure Skating Championships', 'Olympic Games']"
"James Rosenquist, Pop Art Pioneer, Dies at 83",2017-04-01,article,Obituary (Obit),,"['Art', 'Deaths (Obituaries)']"
"In Trump Country, Shock at Trump Budget Cuts, but Still Loyalty",2017-04-01,article,Op-Ed,,"['United States Politics and Government', 'Labor and Jobs', 'Layoffs and Job Reductions', 'Voting and Voters', 'Federal Budget (US)']"
