headline,date,doc_type,material_type,section,keywords
Quotation of the Day: Ripped-Off Riffs? Better Not to Risk It,2019-04-01,article,Quote,,[]
"Erdogan, Turkey’s Leader, Staring at Major Electoral Defeat",2019-04-01,article,News,,"['Elections', 'Politics and Government']"
Review: ‘Do You Feel Anger’ Plumbs the Depths of Office Humor,2019-04-01,article,Review,,['Theater']
Review: Can a Play Make the Constitution Great Again?,2019-04-01,article,Review,,['Theater']
"Review: In ‘The White Devil,’ Pick Your Poison",2019-04-01,article,Review,,['Theater']
"After Waiting Out the Rain, the Orioles Outlast the Yankees",2019-04-01,article,News,,['Baseball']
‘The Case Against Adnan Syed’: Finale Reveals New DNA Test Results,2019-04-01,article,News,,"['Television', 'Forensic Science', 'DNA (Deoxyribonucleic Acid)', 'Murders, Attempted Murders and Homicides', 'Documentary Films and Programs']"
"‘Billions’ Season 4, Episode 3: Hurts So Good",2019-04-01,article,News,,['Television']
"Twitter Network Uses Fake Accounts to Promote Netanyahu, Israel Watchdog Finds",2019-04-01,article,News,,"['Elections', 'Social Media', 'Rumors and Misinformation']"
Police Body-Cam Video Appears to Show Willie McCoy Sleeping Before He Was Fatally Shot,2019-04-01,article,News,,"['Police Brutality, Misconduct and Shootings', 'Video Recordings, Downloads and Streaming', 'Murders, Attempted Murders and Homicides']"
Vietnamese Woman Sentenced in Kim Jong-nam Assassination,2019-04-01,article,News,,['Assassinations and Attempted Assassinations']
"Nipsey Hussle, Rapper and Activist, Is Shot Dead in Los Angeles",2019-04-01,article,News,,"['Rap and Hip-Hop', 'Murders, Attempted Murders and Homicides']"
Some of the Weirdest Stories That Ever Appeared in The Times,2019-04-01,article,News,,"['Parrots', 'Santa Claus', ""APRIL FOOL'S DAY"", 'Dogs', 'Cats', 'Funerals and Memorials']"
"Brexit, U.S. Border, India: Your Monday Briefing",2019-04-01,article,briefing,,[]
On Politics: Biden Accused of Inappropriate Touching,2019-04-01,article,News,,['United States Politics and Government']
Nepal Storm Kills Dozens and Injures Hundreds,2019-04-01,article,News,,"['Deaths (Fatalities)', 'Rain']"
What’s on TV Monday: ‘The Twilight Zone’ and ‘Punk’,2019-04-01,article,Schedule,,"['Movies', 'Television']"
"Natalia Fileva, Russian Aviation Tycoon, Dies in Plane Crash",2019-04-01,article,News,,"['Aviation Accidents, Safety and Disasters', 'Deaths (Fatalities)']"
Word + Quiz: plangent,2019-04-01,article,News,,[]
How the Slugging Catcher Became an Endangered Species in the Majors,2019-04-01,article,News,,['Baseball']
"‘After We Hung Up, I Received a Simple Text: Just His First Name.’",2019-04-01,article,News,,[]
Lawsuits Lay Bare Sackler Family’s Role in Opioid Crisis,2019-04-01,article,News,,"['Opioids and Opiates', 'Pain-Relieving Drugs', 'Suits and Litigation (Civil)', 'States (US)', 'Drug Abuse and Traffic', 'Buprenorphine (Drug)', 'OxyContin (Drug)', 'Attorneys General']"
The Struggling Fashion House Roberto Cavalli Closes Its U.S. Stores,2019-04-01,article,News,,"['Fashion and Apparel', 'your-feed-fashion']"
"Learning With: ‘“Breaches Everywhere”: Flooding Bursts Midwest Levees, and Tough Questions Follow’",2019-04-01,article,News,,[]
How Billie Eilish Is Redefining Teen-Pop Stardom,2019-04-01,multimedia,Video,,['Pop and Rock Music']
"China Bans All Types of Fentanyl, Cutting Supply of Deadly Drug to U.S. and Fulfilling Pledge to Trump",2019-04-01,article,News,,"['International Trade and World Market', 'Fentanyl', 'Drug Abuse and Traffic']"
"Japan’s New Era Gets a Name, but No One Can Agree What It Means",2019-04-01,article,News,,['Royal Families']
Do You Like School?,2019-04-01,article,News,,[]
Brain Booster in a Bottle? Don’t Bother,2019-04-01,article,News,,"[""Alzheimer's Disease"", 'Dietary Supplements and Herbal Remedies', 'Brain', 'Dementia', 'Diet and Nutrition', 'Exercise']"
A Staple Gun. A Dental Drill. See How Billie Eilish Made a Haunted Pop Hit.,2019-04-01,article,News,,['Pop and Rock Music']
How to Minimize Exposures to Hormone Disrupters,2019-04-01,article,News,,"['Hazardous and Toxic Substances', 'Diet and Nutrition', 'Hormones', 'Sustainable Living', 'Containers and Packaging', 'Cosmetics and Toiletries', 'Cleansers, Detergents and Soaps', 'Chemicals', 'Food']"
Robert A. Caro on the Means and Ends of Power,2019-04-01,multimedia,Interactive Feature,,['Books and Literature']
China Purchases Could Undercut Trump’s Larger Trade Goal,2019-04-01,article,News,,"['United States Politics and Government', 'International Trade and World Market', 'Oil (Petroleum) and Gasoline', 'Agriculture and Farming', 'United States International Relations', 'Economic Conditions and Trends', 'Customs (Tariff)']"
