headline,date,doc_type,material_type,section,keywords
Biden Defends Afghan Pullout and Declares an End to Nation-Building,2021-09-01,article,News,,"['Speeches and Statements', 'Afghanistan War (2001- )', 'United States Defense and Military Forces', 'United States International Relations', 'United States Politics and Government', 'Evacuations and Evacuees']"
An Afghan Left Behind Tells His Story,2021-09-01,article,Op-Ed,,"['Afghanistan War (2001- )', 'International Relations', 'United States Defense and Military Forces']"
What Is Stefanos Tsitsipas Doing in the Bathroom During His Matches?,2021-09-01,article,News,,"['Tennis', 'United States Open (Tennis)']"
Goalball Teammates Set Paralympic Record for Longevity,2021-09-01,article,News,,"['Goalball', 'Olympic Games (2020)', 'Disabilities', 'Blindness', 'Content Type: Personal Profile', 'Paralympic Games', 'Records and Achievements']"
Developer Charged in Scheme to Bilk Matt Gaetz’s Family,2021-09-01,article,News,,"['United States Politics and Government', 'Frauds and Swindling', 'Amnesties, Commutations and Pardons']"
Black Surfers Refuse to Be Excluded: ‘I Have a Right to Be on This Wave’,2021-09-01,multimedia,Interactive Feature,,"['Black People', 'Blacks', 'Surfing', 'Discrimination']"
Biden Plays the Long Game as He Justifies the End of the ‘Forever War’,2021-09-01,article,News,,"['Afghanistan War (2001- )', 'Evacuations and Evacuees', 'United States Defense and Military Forces', 'United States International Relations', 'United States Politics and Government', 'Speeches and Statements']"
Wowza!,2021-09-01,article,News,,['Crossword Puzzles']
"Corrections: Sept. 01, 2021",2021-09-01,article,Correction,,[]
Novak Djokovic holds off Holger Rune in his first U.S. Open match.,2021-09-01,article,News,,"['Tennis', 'United States Open (Tennis)']"
"Quotation of the Day: Spurning Critics, Biden Calls Exit Notable Success",2021-09-01,article,Quote,,[]
Member of ISIS ‘Beatles’ Cell Plans to Plead Guilty in Abuse of Hostages,2021-09-01,article,News,,"['Terrorism', 'United States Politics and Government', 'Kidnapping and Hostages']"
U.S.A. Gymnastics and Abuse Survivors Propose a $425 Million Payout,2021-09-01,article,News,,"['Gymnastics', 'Suits and Litigation (Civil)', 'Child Abuse and Neglect', 'Sex Crimes']"
2021 U.S. Open: What to Watch on Wednesday,2021-09-01,article,News,,"['Tennis', 'United States Open (Tennis)']"
Your Wednesday Briefing,2021-09-01,article,briefing,,[]
"Europe, Afghanistan Is Your Wake-Up Call",2021-09-01,article,Op-Ed,,['Defense and Military Forces']
"Supreme Court, Breaking Silence, Won’t Block Texas Abortion Law",2021-09-01,article,News,,"['Abortion', 'Law and Legislation', 'Roe v Wade (Supreme Court Decision)', ""Women's Rights"", 'State Legislatures', 'Suits and Litigation (Civil)', 'Decisions and Verdicts', 'United States Politics and Government']"
Spelling Bee Forum,2021-09-01,article,News,,[]
Sustainability Advocates Ask: Why Demolish When You Can Deconstruct?,2021-09-01,article,News,,"['Building (Construction)', 'Salvage', 'Waste Materials and Disposal', 'Sustainable Living', 'Real Estate (Commercial)']"
Japan Needs a Lot More Tech Workers. Can It Find a Place for Women?,2021-09-01,article,News,,"['Women and Girls', 'Discrimination', 'Computers and the Internet', 'Engineering and Engineers', 'Labor and Jobs', 'Shortages', 'Politics and Government']"
Why New York Lawmakers Are Holding a Special Session on Evictions,2021-09-01,article,briefing,,"['Evictions', 'State Legislatures', 'Landlords']"
An Impossible Task? New Zealand Tries to Eliminate Delta.,2021-09-01,article,News,,"['Coronavirus Delta Variant', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Vaccination and Immunization']"
Little Simz’s Big Moment,2021-09-01,article,News,,"['Rap and Hip-Hop', 'Music']"
What to Read: 4 Graphic Works,2021-09-01,multimedia,Interactive Feature,,"['Books and Literature', 'Comic Books and Strips']"
"Newly Published, From Water Statues to the Supreme Court",2021-09-01,article,News,,['Books and Literature']
OPEC and other producers decide to keep adding to oil output.,2021-09-01,article,News,,"['Oil (Petroleum) and Gasoline', 'Production']"
The Secret to Raising a Resilient Kid,2021-09-01,article,News,,"['Parenting', 'audio-positive-happy', 'audio-neutral-informative']"
How Far Can You Go to Resist Being the Subject of a Viral Video?,2021-09-01,article,News,,"['Video Recordings, Downloads and Streaming', 'Smartphones', 'Social Media', 'Privacy']"
"A Holy-Grail, One-Pot Roast Chicken",2021-09-01,article,News,,['Cooking and Cookbooks']
I Never Knew How Golden My Summers Were,2021-09-01,article,Op-Ed,,"['Summer (Season)', 'Memory']"
"In the Eyes of God, Does a State Have the Right to Kill a Man?",2021-09-01,article,Op-Ed,,"['Capital Punishment', 'Protestant Churches', 'audio-negative-tragedy']"
College Football Looks to Fundamentals to Combat a 2020 Hangover,2021-09-01,article,News,,"['Football (College)', 'Coaches and Managers']"
