headline,date,doc_type,material_type,section,keywords
Planet Us: Coral Man,2007-05-01,multimedia,Video,,"['Fish and Other Marine Life', 'Environment', 'Oceans']"
"Courting, Fish Fry and All",2007-05-01,article,News,,[]
Romney Favors Hubbard Novel,2007-05-01,article,News,,[]
2008 Contenders in the Senate and the War,2007-05-01,article,News,,[]
Coachella: View From the VIP Trailer Park,2007-05-01,article,News,,[]
Lonesome George Isn’t Looking So Lonesome,2007-05-01,article,News,,[]
Davis Is Face of a Warriors Team Made of Castoffs and Renegades,2007-05-01,article,News,,['Basketball']
"Arts, Briefly",2007-05-01,article,Brief,,[]
Sunni Ministers Threaten to Quit Cabinet in Iraq,2007-05-01,article,News,,"['United States International Relations', 'Shiite Muslims', 'Politics and Government', 'Sunni Muslims']"
The Times Building Is Resold for 3 Times Its 2004 Price,2007-05-01,article,News,,['Office Buildings and Commercial Properties']
It’s Personal Up in the Stratosphere,2007-05-01,article,News,,"['Executives and Management', 'Hedge Funds', 'Stocks and Bonds']"
Brooklyn Driver Charged in Bicycle Fatality,2007-05-01,article,Brief,,[]
"A West Coast Orchestra, Distinctly Unmellow",2007-05-01,article,Review,,['Classical Music']
"Uptown, a Company No Longer Plays Nice",2007-05-01,article,Review,,['Theater']
New York Art College Canceled Deal With Lender After Learning of High Interest Rates,2007-05-01,article,News,,"['Student Loans', 'Interest Rates', 'Colleges and Universities']"
Olmert Rebuked by Israeli Panel on Lebanon War,2007-05-01,article,News,,"['Terrorism', 'Politics and Government', 'ARMAMENT, DEFENSE AND MILITARY FORCES']"
Baldness and Longevity,2007-05-01,article,News,,"['AGED', 'Hair', 'Baldness']"
Bloodlines Worth Their Weight in Gold,2007-05-01,article,News,,"['Horses', 'Kentucky Derby', 'Horse Racing']"
Protesters Press for Path to Citizenship,2007-05-01,article,News,,[]
"In Ducks, War of the Sexes Plays Out in the Evolution of Genitalia",2007-05-01,article,News,,"['Evolution', 'Birds', 'ANATOMY AND PHYSIOLOGY']"
Secularism and Democracy in Turkey,2007-05-01,article,Editorial,,['Islam']
"Qaeda Leader May Have Been Killed, Iraqi Official Says",2007-05-01,article,News,,[]
Why Congress Should Embrace the Surge,2007-05-01,article,Op-Ed,,['UNITED STATES ARMAMENT AND DEFENSE']
"Ivica Racan,  Former Croatian Premier, Is Dead at 63",2007-05-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'International Relations']"
"In Moscow in 1996, a Doctor’s Visit Changed History",2007-05-01,article,News,,"['Doctors', 'Heart', 'Surgery and Surgeons']"
Dawn Upshaw's Beautiful World of Song,2007-05-01,article,Review,,"['Music', 'Classical Music']"
A Governor Truly Tightens His Belt,2007-05-01,article,News,,"['Food Stamps', 'Governors (US)', 'United States Politics and Government']"
BP Chief Resigns Amid Battle With Tabloid,2007-05-01,article,News,,[]
High Court Puts Limits on Patents,2007-05-01,article,News,,"['Decisions and Verdicts', 'Inventions and Patents']"
X Is for Wonderment,2007-05-01,article,News,,[]
New York Gambling Treatment Court Stresses Help,2007-05-01,article,News,,"['Crime and Criminals', 'Gambling', 'Courts']"
One More Tango for Brando and His Golden Mumble,2007-05-01,article,Review,,"['MOTION PICTURES', 'ACTORS AND ACTRESSES', 'Documentary Films and Programs']"
"Tommy Newsom, Saxophonist, Dies at 78",2007-05-01,article,Obituary (Obit),,"['Music', 'Deaths (Obituaries)', 'Television']"
"Torre and Cashman Are Safe, for Now",2007-05-01,article,News,,['Baseball']
Questions Over Routine Screening for a Leading Cause of Blindness,2007-05-01,article,News,,"['Eyes and Eyesight', 'Blindness', 'Medicine and Health']"
Ex-Senator Seen as Rehearsing for Prime Time,2007-05-01,article,News,,"['Presidential Election of 2008', 'Television']"
Correction: For the Record,2007-05-01,article,Correction,,[]
"Citing ‘Rigid’ Deadline, Bush Vetoes Iraq Bill",2007-05-01,article,News,,[]
Letters,2007-05-01,article,Letter,,[]
Mets’ Depth Faces Test as 2 Players Go on D.L.,2007-05-01,article,News,,['Baseball']
Philippine Police Close Case in American’s Killing,2007-05-01,article,News,,['Murders and Attempted Murders']
"The Names Are Vintage, the Touches Modern",2007-05-01,article,News,,"['ADVERTISING AND MARKETING', 'Television']"
"Torn by University Shootings, Virginia Town Turns Inward to Mend",2007-05-01,article,News,,[]
Bill on Iraq to Be Delivered 4 Years After Bush’s Words		,2007-05-01,article,News,,['United States Politics and Government']
Ortiz Writes Another Chapter in a Yankees Horror Story,2007-05-01,article,News,,['Baseball']
Israeli Leader Resists Calls to Resign,2007-05-01,article,News,,[]
"Victim Describes 13 Hours of Sexual Torment, and Clues Left Behind",2007-05-01,article,News,,"['Kidnapping', 'Sex Crimes']"
"G.E. Moves Ahead on Removal of PCBs From 2 Rivers, but Frustration Remains",2007-05-01,article,News,,"['Hazardous and Toxic Substances', 'Environment']"
Officer Testifies Against U.S. Military Jailer in Iraq,2007-05-01,article,News,,"['Appointments and Executive Changes', 'United States International Relations', 'Prisons and Prisoners', 'Computers and the Internet']"
Gold Stars and Dunce Caps,2007-05-01,article,Op-Ed,,"['Layoffs and Job Reductions', 'Economic Conditions and Trends', 'Education and Schools']"
How to Be More Effective (and Less Annoying and Counterproductive),2007-05-01,article,News,,['Executives and Management']
Satire With the Blessing of Lady Luck Herself,2007-05-01,article,News,,"['Recordings and Downloads (Video)', 'Television', 'Computers and the Internet']"
Food Imports Often Escape Scrutiny,2007-05-01,article,News,,"['Customs (Tariff)', 'International Trade and World Market', 'United States Politics and Government', 'Food Contamination and Poisoning', 'Recalls and Bans of Products', 'Pet Foods']"
New Orleans Homecoming (for the Lucky Ones),2007-05-01,article,Review,,"['Jazz', 'HURRICANE KATRINA', 'Music']"
Administration Proposes New Energy Drilling,2007-05-01,article,News,,"['Gas (Fuel)', 'Oil (Petroleum) and Gasoline', 'United States Politics and Government']"
What's on Tonight,2007-05-01,article,News,,[]
Court Strikes Law Barring Sale of Drug Data,2007-05-01,article,News,,"['Doctors', 'Medicine and Health', 'Drugs (Pharmaceuticals)', 'Decisions and Verdicts', 'Law and Legislation']"
"Depression Raises Risk of Diabetes, Study Finds",2007-05-01,article,News,,"['Diabetes', 'Depression (Mental)', 'Medicine and Health', 'Mental Health and Disorders']"
Correction: For the Record,2007-05-01,article,Correction,,[]
Senate Takes Up Bill to Change Drug Agency Operations,2007-05-01,article,News,,"['Drugs (Pharmaceuticals)', 'United States Politics and Government']"
Abuse Victim Suing Church Testifies He Is Still in Pain,2007-05-01,article,News,,"['Sex Crimes', 'Suits and Litigation']"
"A Meal, a Smile, a Word: Thanks in a Thousand Ways",2007-05-01,article,News,,"['Doctors', 'Medicine and Health']"
Corzine Leaves Hospital After Accident,2007-05-01,article,News,,['Accidents and Safety']
"Even After Two Overtimes, the Rangers Stay Fresh",2007-05-01,article,News,,"['Hockey, Ice']"
Searching for Sleep and Decent Clothing,2007-05-01,article,News,,"['Travel and Vacations', 'AIRLINES AND AIRPLANES']"
