headline,date,doc_type,material_type,section,keywords
Where to Eat in North Texas,2011-02-01,multimedia,Interactive Feature,,"['Food', 'Restaurants', 'Super Bowl']"
For Fans With Texas-Size Appetites,2011-02-01,article,News,,"['Super Bowl', 'Local Food', 'Cooking and Cookbooks', 'Restaurants']"
On Eating in Dallas,2011-02-01,article,,,[]
"Envoy to China to Resign, Weighing ’12 G.O.P. Bid",2011-02-01,article,News,,"['United States International Relations', 'United States Politics and Government', 'Presidential Election of 2012', 'Suspensions, Dismissals and Resignations']"
Sotomayor Reflects on First Years on Court,2011-02-01,article,News,,['Hispanic-Americans']
The Moment for Al Jazeera,2011-02-01,multimedia,Video,,[]
Cairo’s Ornate (or Odd) Portals to the Past,2011-02-01,article,,,['Museums']
Egypt’s Economy Is Near Paralysis,2011-02-01,article,News,,"['Demonstrations, Protests, and Riots', 'Economic Conditions and Trends']"
"Same Names, but Different Pedigrees",2011-02-01,article,News,,['Soccer']
N.F.L. and Union Set Negotiating Meetings,2011-02-01,article,News,,"['Football', 'Organized Labor']"
Race to the Top of What? Obama On Education,2011-02-01,article,,,"['Education', 'Education (K-12)', 'No Child Left Behind Act', 'State of the Union Message (US)']"
"Figures of an Infant Jesus, Dressed for a Feast Day",2011-02-01,article,News,,['Mexican-Americans']
"Al Jazeera’s Egypt Coverage Is Deep, but Hard to Find",2011-02-01,article,,,[]
Al Jazeera English Finds an Audience,2011-02-01,article,News,,"['Demonstrations, Protests, and Riots', 'News and News Media']"
Napolitano Accuses Critics of Politicizing Border Issues,2011-02-01,article,News,,"['Deportation', 'Crime and Criminals', 'Immigration and Emigration', 'Illegal Immigrants']"
"Super Bowl Marketers Try to Score Points, Too",2011-02-01,article,News,,"['Super Bowl', 'ADVERTISING AND MARKETING']"
Obama’s Bid to End Oil Subsidies Revives Debate,2011-02-01,article,News,,"['Federal Aid (US)', 'Oil (Petroleum) and Gasoline', 'Alternative and Renewable Energy']"
Treasury’s Warrior at the Negotiating Table,2011-02-01,article,,,"['Banking and Financial Institutions', 'Subprime Mortgage Crisis']"
"Bush’s Daughter, in a Break, Endorses Gay Marriage",2011-02-01,article,News,,"['United States Politics and Government', 'Homosexuality', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships']"
Retiring Nicely After Betraying Public’s Trust,2011-02-01,article,News,,"['Pensions and Retirement Plans', 'Bribery and Kickbacks', 'State Legislatures']"
Bank Overdraft Rules,2011-02-01,article,Letter,,"['Regulation and Deregulation of Industry', 'Banking and Financial Institutions']"
Greece Tries to Shut a Back Door to Europe,2011-02-01,article,News,,['Illegal Immigrants']
